Song_ID,Section,"Matrix Number (song #, take #)",Performer,Title of Track,"Date Performed (exact)","Date Performed (estimate)",Year,Place Performed,Record Label and Number,Record Label,"Instrumentation (first listed is performer)","Arrangers/Composer/Performers, etc (if provided)",Composers and Performers Normative Spelling,Other notes
S4810,16.251,CO 22272-,Tanieczna Orkiestra Krakowska,Malorz-Oberek,1/11/1938,,1938,NY,Co 18655-F,Columbia,Orchestra (7 men) ,,,
S4811,16.251,CO 22273-,Tanieczna Orkiestra Krakowska,Anna-Polka,1/11/1938,,1938,NY,Co 18654-F,Columbia,Orchestra (7 men) ,,,
S4812,16.251,CO 22274-,Tanieczna Orkiestra Krakowska,Yatzik Ya Yamarzik-Oberek,1/11/1938,,1938,NY,Co 18654-F,Columbia,Orchestra (7 men) ,,,Matrix CO 22269 was also issued on Columbia-Philco Demonstration Record 5-A.
S4813,16.252,88461-1,"Maurice Schwartz (as Morris Schwartz And Chorus From The N.Y. ''Yiddish Art Theatre"")","Dem Tzadik's Lied, fun ''Dibbuk''",4/1922,,1922,NY,Co E7606,Columbia,"Baritone, Chorus",Joseph Cherniavsky (composer),,unaccompanied
S4814,16.252,88462-2,"Morris Schwartz And Chorus From The N.Y. ''Yiddish Art Theatre""","Der Batlonim Tantz, fun ''Dibbuk''",4/1922,,1922,NY,Co E7607,Columbia,"Baritone, Chorus, vln, cl, p",Joseph Cherniavsky (composer),,
S4815,16.252,x,Maurice Schwartz,In The Old Synagogue; Better Keep Quiet,2/10/1926,,1926,NY,Vi trial,Victor,"Baritone, spoken",,,
S4816,16.252,BVE 35512-2,Maurice Schwartz,"Sheero Adonoy (The Song To God), from ''Shabse Zvie''",5/5/1926,,1926,NY,Vi 78814,Victor,"Baritone, chorus (8 voices), org",,,
S4817,16.252,BVE 35513-3,Maurice Schwartz,In Alten Beishamedresch (In The Old Synagogue)-Pt. 1,5/5/1926,,1926,NY,Vi 78743,Victor,"Baritone, chorus (8 voices), org",,,
S4818,16.252,BVE 35514-2,Maurice Schwartz,In Alten Beishamedresch (In The Old Synagogue)-Pt. 2,5/5/1926,,1926,NY,Vi 78743,Victor,"Baritone, chorus (8 voices), org",,,
S4819,16.252,BVE 35515-2,Maurice Schwartz,"Dus Gebait (The Prayer), from ''Shabse Zvie''",5/5/1926,,1926,NY,Vi 78814,Victor,"Baritone, spoken",Maurice Schwartz (composer),,
S4820,16.252,XE 27414-,Maurice Schwartz,A Chazen A Shiker (A Drunken Cantor) -Pt. 1,4/25/1928,,1928,NY,"Br 75004, 85000, 0120, 45006 (12'')",Brunswick,"Baritone, spoken",Maurice Schwartz (composer),,
S4821,16.252,XE 27415-,Maurice Schwartz,A Chazen A Shiker (A Drunken Cantor)-Pt. 2,4/25/1928,,1928,NY,"Br 75004, 85000, 0120, 45006 (12'')",Brunswick,"Baritone, spoken",Maurice Schwartz (composer),,Br 0120 and 45006 are English issues.
S4822,16.252,E 27964-,Maurice Schwartz,S' Fuhrt A Yidd Oif A Schiff (A Jew On A Boat Trip),8/3/1928,,1928,NY,Br 67109,Brunswick,"Baritone, Orchestra (7 men)",Maurice Schwartz (composer); Alex Olshanetsky (arranger); Alex Olshanetsky (director),,
S4823,16.252,E 27965-,Maurice Schwartz,Passach-Shin-Sha,8/3/1928,,1928,NY,Br 67109,Brunswick,"Baritone, Orchestra (7 men)",J. Cherniavsky (composer); Alex Olshanetsky (arranger); Alex Olshanetsky (director),,
S4824,16.252,XE 27966-,Maurice Schwartz,Anathema Prologue-Monologue- Pt.1,8/3/1928,,1928,NY,Br 75007 (12''),Brunswick,"Baritone, Orchestra (7 men)",L. Andreeff (composer); Alex Olshanetsky (arranger); Alex Olshanetsky (director),,
S4825,16.252,XE 27967-,Maurice Schwartz,Anathema Prologue-Monologue- Pt.2,8/3/1928,,1928,NY,Br 75007 (12''),Brunswick,"Baritone, Orchestra (7 men)",L. Andreeff (composer); Alex Olshanetsky (arranger); Alex Olshanetsky (director),,
S4826,16.252,E 28608-,Maurice Schwartz,"Dus Heilige Schneider' l (The Hidden Saint), from ''Kiddush Hashesn''",11/3/1928,,1928,NY,Br 67130,Brunswick,"Baritone, Org",Joseph Achron (composer); Alex Olshanetsky (arranger),,
S4827,16.252,E 28609-,Maurice Schwartz,"Dus Kozak Lied (The Kossack Song), from ''Kiddush Hashesn''",11/3/1928,,1928,NY,Br 67130,Brunswick,"Baritone, Org",Joseph Achron (composer); Alex Olshanetsky (arranger),,
S4828,16.252,XE 26810-,Maurice Schwartz,In Alten Bais Hamedrosh (The Theologians)-Pt. 1,11/3/1928,,1928,NY,Br 75009 (12''),Brunswick,"Baritone, Org",Maurice Schwartz (composer),,
S4829,16.252,XE 26811-,Maurice Schwartz,In Alten Bais Hamedrosh (The Theologians)-Pt. 2,11/3/1928,,1928,NY,Br 75009 (12''),Brunswick,"Baritone, Org",Maurice Schwartz (composer),,
S4830,16.252,XE 29437-,Maurice Schwartz,Ad Mussai (How Long)-Pt. 1,3/1929,,1929,NY,"Br 75010, Vo 75010 (12'')",Brunswick*,Baritone,,,
S4831,16.252,XE 29438-,Maurice Schwartz,Ad Mussai (How Long)-Pt. 2,3/1929,,1929,NY,"Br 75010, Vo 75010 (12"")",Brunswick*,Baritone,,,
S4832,16.252,XE 29439-,Maurice Schwartz,Tevie Der Milchiger (Tevie The Dairyman)-Pt. 1,3/1929,,1929,NY,"Br 7501i, Vo 75011 (12'')",Brunswick*,Baritone,,,
S4833,16.252,XE 29440-,Maurice Schwartz,Tevie Der Milchiger (Tevie The Dairyman)-Pt. 2,3/1929,,1929,NY,"Br 75011, Vo 75011 (12'')",Brunswick*,Baritone,,,
S4834,16.252,XE 30654-,Maurice Schwartz,Lashunuh Habuh B'yirishuloim (Back To Our Holy Land)-Pt. 1,,8/1929,1929,NY,"Br 75012, Vo 75012 (12'')",Brunswick*,"Baritone, Spoken",Maurice Schwartz (composer),,
S4835,16.252,XE 30655-,Maurice Schwartz,Lashunuh Habuh B'yirishuloim (Back To Our Holy Land)-Pt. 2,,8/1929,1929,NY,"Br 75012, Vo 75012 (12'')",Brunswick*,"Baritone, Spoken",Maurice Schwartz (composer),,
S4836,16.252,E 30656-,Maurice Schwartz,Fonfevater Magid (The Nasal Politician),,8/1929,1929,NY,Vo 67167,Vocalion,"Baritone, Spoken",Maurice Schwartz (composer),,
S4837,16.252,E 30657-,Maurice Schwartz,Histendiger Chazen (The Coughing Cantor),,8/1929,1929,NY,Vo 67167,Vocalion,"Baritone, Spoken",Maurice Schwartz (composer),,
S4838,16.253,B 19490-1,William Schwartz (1894-1964),Mensheit Erwach,4/17/1917,,1917,NY,Vi 69407,Victor,"Tenor, Orchestra","King's Orchestra; H, Meisel & A. Perlmutter (composers)",,
S4839,16.253,B 19491-2,William Schwartz,Sheloi Oseny Yishe,4/17/1917,,1917,NY,Vi 69407,Victor,"Tenor, Orchestra",King's Orchestra; H. Meisel & A. Perlmutter & H. Wohl (composers),,
S4840,16.253,B 20112-2,William Schwartz,A Brievele Fun Der Heim (A Letter From Home),6/13/1917,,1917,NY,Vi 69878,Victor,"Tenor, Orchestra",King's Orchestra; Rubin Doctor (composer),,
S4841,16.253,B 20945-2,William Schwartz,Mit Gelt Tor Men Nit Shtalziren (Money Should Not Make You Independent),11/5/1917,,1917,NY,Vi 72395,Victor,"Tenor, Orchestra",King's Orchestra,,
S4842,16.253,B 21119-3,William Schwartz,Der Yusim'l (The Orphan),11/27/1917,,1917,NY,Vi rej,Victor,"Tenor, Orchestra",King's Orchestra; Bores Tomashefsky & Joseph M. Rumshinsky (composers),,
S4843,16.253,B 21120-2,William Schwartz,Die Milchume Korbunos (Help The War Sufferers),11/27/1917,,1917,NY,Vi 69938,Victor,"Tenor, Orchestra",King's Orchestra,,
S4844,16.253,B 21119-5,William Schwartz,Der Yusim'l (The Orphan),12/13/1917,,1917,NY,Vi 69878,Victor,"Tenor, Orchestra",King's Orchestra; Bores Tomashefsky & Joseph M. Rumshinsky (composers); Nathaniel Shilkret (director),,
S4845,16.253,B 21333-2,Rose Greenfield and William Schwartz,Sise Hufnung (Sweet Hopes) (Song Of Love),1/3/1918,,1918,NY,Vi 72433,Victor,"Tenor, Orchestra",King's Orchestra; Joseph M. Rumshinsky (composer),,
S4846,16.253,B 21380-2,Rose Greenfield and William Schwartz,Troika,1/24/1918,,1918,NY,Vi 69938,Victor,"Tenor, Orchestra",King's Orchestra; Froog & Rosoto (composers),,
S4847,16.253,B 21741-1,Rose Greenfield and William Schwartz,Menchlachkeit Is Tierer Fon Gelt (Honor Is Better Than Money),4/5/1918,,1918,NY,Vi 72395,Victor,"Tenor, Orchestra",Rubin Doctor (composer); Nathaniel Shilkret (director),,
S4848,16.253,B 21742-2,Rose Greenfield and William Schwartz,A Yed Su Sien Is Git,4/5/1918,,1918,NY,Vi 72283,Victor,"Tenor, Orchestra",Rubin Doctor (composer); Nathaniel Shilkret (director),,
S4849,16.253,B 22012-2,Rose Greenfield and William Schwartz,Mein Weib Is In Der Country-Huray,6/14/1918,,1918,NY,Vi rej,Victor,"Tenor, Orchestra",I. Lillian & Joseph M. Rumshinsky (composers); Nathaniel Shilkret (director),,
S4850,16.253,B 22013,Rose Greenfield and William Schwartz,A Bauer In Feld (Zaranoul Degradena),6/14/1918,,1918,NY,Vi 72923,Victor,"Tenor, Orchestra",Joseph M. Rumshinsky (composer); Nathaniel Shilkret (director),,in Roumanian and Yiddish
S4851,16.253,B 22012-5,Rose Greenfield and William Schwartz,Mein Weib Is In Der Country-Huray,12/23/1918,,1918,NY,Vi 72283,Victor,"Tenor, Orchestra","I. Lillian & Joseph M, Rumshinsky (composers); Rosario Bourdon (director)",,
S4852,16.253,B 22478-1,Rose Greenfield and William Schwartz,Serenade,12/23/1918,,1918,NY,Vi 72433,Victor,"Tenor, Orchestra",B. Tomaschefsky & Joseph M. Rumshinsky (composers); Rosario Bourdon (director),,
S4853,16.253,B 22479-2,Rose Greenfield and William Schwartz,The Line Is Busy,12/23/1918,,1918,NY,Vi 72205,Victor,"Tenor, Orchestra","L. Gilrod & Joseph M, Rumshinsky (composers); Rosario Bourdon (director)",,
S4854,16.253,B 22480-1,Rose Greenfield and William Schwartz,A Brief Fin New York Kein Paris,12/23/1918,,1918,NY,Vi 72205,Victor,"Tenor, Orchestra",L. Gilrod & Joseph M. Rumshinsky; Rosario Bourdon (director),,
S4855,16.253,B 22594-2,Rose Greenfield and William Schwartz,Shma Yisroel,2/20/1919,,1919,NY,Vi 72234,Victor,"Tenor, Orchestra","B. Tomaschefsky & Joseph M, Rumshinsky (composers); Rosario Bourdon (director)",,
S4856,16.253,B 22595-3,Rose Greenfield and William Schwartz,In Hindred Yuhr Arim (One Hundred Years Ago Today),2/20/1919,,1919,NY,Vi 72234,Victor,"Tenor, Orchestra",Joseph M. Rumshinsky (composer); Rosario Bourdon (director),,
S4857,16.253,85819-1,Rose Greenfield and William Schwartz,"Shma Isroel, fun ''Die Hazante''",,1/1920,1920,NY,Co E4530,Columbia,"Tenor, Orchestra",,,
S4858,16.253,85820-1,Rose Greenfield and William Schwartz,The Line Is Busy,,1/1920,1920,NY,Co E4530,Columbia,"Tenor, Orchestra",,,
S4859,16.253,85821-1-2,Rose Greenfield and William Schwartz,Die New Yorker Trehren,,1/1920,1920,NY,Co E4669,Columbia,"Tenor, Orchestra",,,
S4860,16.253,85822-2,Rose Greenfield and William Schwartz,Dos Talis'l,,1/1920,1920,NY,Co E4669,Columbia,"Tenor, Orchestra",,,
S4861,16.253,86034-1,Rose Greenfield and William Schwartz,Breingt Aher Aier Mamen,3/1920,,1920,NY,Co E4608,Columbia,"Tenor, Orchestra",,,
S4862,16.253,86035-2,Rose Greenfield and William Schwartz,Kinder Kumt Aheim,3/1920,,1920,NY,Co E4608,Columbia,"Tenor, Orchestra",,,
S4863,16.253,86036-1,Rose Greenfield and William Schwartz,Dos Yusim'l,3/1920,,1920,NY,Co E4635,Columbia,"Tenor, Orchestra",,,
S4864,16.253,86096-1,Rose Greenfield and William Schwartz,A Brief Fun New York Kein Paris,3/1920,,1920,NY,Co E4635,Columbia,"Tenor, Orchestra",,,
S4865,16.253,86275-1,Rose Greenfield and William Schwartz,Chad Gadyu,,5/1920,1920,NY,Co E4744,Columbia,"Tenor, Orchestra",,,
S4866,16.253,86276-2,Rose Greenfield and William Schwartz,"Oi, Oi, Die Weiber",,5/1920,1920,NY,Co E4744,Columbia,"Tenor, Orchestra",,,
S4867,16.253,86316-2,William Schwartz And Rachel Rosenfield,A Liebendes Puur,5/1920,,1920,NY,Co E4786,Columbia,"Tenor, Orchestra",,,
S4868,16.253,86317-2,William Schwartz And Rachel Rosenfield,Country Duet,5/1920,,1920,NY,Co E4786,Columbia,"Tenor, Orchestra",,,
S4869,16.253,59650-,William Schwartz,Shulamis: Rosinkes Mit Mandlen,,1920,1920,NY,Co E5216 (12''),Columbia,"Tenor, Orchestra",A. Goldfaden (composer),,
S4870,16.253,59669-,William Schwartz,Yudin: Rachil,,1920,1920,NY,Co E5216 (12''),Columbia,"Tenor, Orchestra",Halévy (composer),,
S4871,16.253,86756-1,William Schwartz,Yehudis Bas-Zion,11/1920,,1920,NY,Co E4903,Columbia,Tenor,J.M. Rumshinsky (composer),,
S4872,16.253,86757-1,William Schwartz,"Der Morgen Shtern, fun ''Rebbin's Nigun''",11/1920,,1920,NY,Co E4903,Columbia,Tenor,J.M. Rumshinsky (composer),,
S4873,16.253,87219-2,William Schwartz,"Meidlach, Meidlach",,3/1921,1921,NY,Co E7087,Columbia,"Tenor, Orchestra",Joseph M. Rumshinsky (composer); Joseph M. Rumshinsky (director),,
S4874,16.253,87220-2,William Schwartz,"Die Liebe Fun Die Oves, fun ''Der Bobes Yerushe''",,3/1921,1921,NY,Co E7087,Columbia,"Tenor, Orchestra",Joseph M. Rumshinsky (composer); Joseph M. Rumshinsky (director),,
S4875,16.253,87536-1,William Schwartz,"87536-1 Liebe Sheindele, fun ''Hot Chassene''",,5/1921,1921,NY,Co E7234,Columbia,"Tenor, Orchestra",Joseph M. Rumshinsky (composer),,
S4876,16.253,87537-1,William Schwartz,Dos Chupeh Kleid,,5/1921,1921,NY,Co E7234,Columbia,"Tenor, Orchestra",Joseph M. Rumshinsky (composer),,
S4877,16.253,87772-3,William Schwartz,Der Mame's Hartz Is Die Kroin Fun Der Velt,,10/1921,1921,NY,Co E7505,Columbia,"Tenor, Orchestra",Louis Gilrod (composer),,
S4878,16.253,87803-2,William Schwartz,"Meine Kinder Yohren, fun ''Tzadik's Mishpocheh''",,10/1921,1921,NY,Co E7389,Columbia,"Tenor, Orchestra",J. Brody (composer),,
S4879,16.253,87804-2,William Schwartz,"A Gute Voch, fun ''Tzadik's Mishpocheh''",,10/1921,1921,NY,Co E7389,Columbia,"Tenor, Orchestra",J. Brody (composer),,
S4880,16.253,87805-2,William Schwartz,Yiskor Fir Die Pogrom Korbunis-Memorial Prayer,,10/1921,1921,NY,Co E7505,Columbia,"Tenor, Orchestra",Rubin Doctor (composer),,with Estella Schreiner
S4881,16.253,87892-1,William Schwartz,"Ich Beink Aheim, fun ''Rebbin's Nigun''",12/1921,,1921,NY,Co E7430,Columbia,"Tenor, Orchestra",Joseph M. Rumshinsky (composer),,
S4882,16.253,87893-1,William Schwartz,"Latest Improvements, fun ''Hello Shmendrik''",12/1921,,1921,NY,Co E7453,Columbia,"Tenor, Orchestra",Joseph M. Rumshinsky (composer),,
S4883,16.253,87894-1,William Schwartz,"Die Liebe Fun A Chosid, fun ''Hello Shmendrik''",12/1921,,1921,NY,Co E7430,Columbia,"Tenor, Orchestra",Joseph M. Rumshinsky (composer),,
S4884,16.253,87895-1,William Schwartz,"Liebe Tzu Kinder, fun ''Hot Chaseneh''",12/1921,,1921,NY,Co E7453,Columbia,"Tenor, Orchestra",Joseph M. Rumshinsky (composer),,
S4885,16.253,88421-2,William Schwartz,"In A Klein Shtibele, fun ''Der Rebe Hut Geheisen Freilech Zein''",3/1922,,1922,NY,Co E7573,Columbia,"Tenor, Orchestra",Joseph M. Rumshinsky (composer),,
S4886,16.253,88422-2,William Schwartz,"Mein Thaiere Diana, fun ''Der Rebe Hut Geheisen Frei lech Zein''",3/1922,,1922,NY,Co E7573,Columbia,"Tenor, Orchestra",Joseph M. Rumshinsky (composer),,
S4887,16.253,88481-1,William Schwartz,"Watch Your Step, fun ''Berele Tramp''",4/1/1922,,1922,NY,Co E7625,Columbia,"Tenor, Orchestra",Joseph M. Rumshinsky (composer),,
S4888,16.253,88482-2,William Schwartz,"A Nichpe Sol Es Treffen, fun ''Die Woile Yungen''",4/1/1922,,1922,NY,Co E7625,Columbia,"Tenor, Orchestra",L. Friedsell (composer),,
S4889,16.253,88621-2 ,William Schwartz,"Eil Rachum, fun ''Golem''",5/1922,,1922,NY,Co E7654,Columbia,"Tenor, Orchestra",L. Friedsell (composer),,
S4890,16.253,88623-1-2,William Schwartz,"Barechent Aich Rebbi , fun ''Golem''",5/1922,,1922,NY,Co E7654,Columbia,"Tenor, Orchestra",L. Friedsell (composer),,
S4891,16.253,88680-,William Schwartz,Azoi Zingt Der Rumeiner,,1922,1922,NY,Co E7686,Columbia,Tenor,,,
S4892,16.253,88681-,William Schwartz,Mit Toizend Yohr Zurick,,1922,1922,NY,Co E7686,Columbia,Tenor,,,
S4893,16.253,88717-2,William Schwartz,"Unser Rebbi , fun ''Rebbin's Nigun''",7/1922,,1922,NY,Co E7724,Columbia,"Tenor, Orchestra",Joseph M. Rumshinsky (composer),,
S4894,16.253,88718-2,William Schwartz,Die Sheine Yugend,7/1922,,1922,NY,Co E7724,Columbia,"Tenor, Orchestra",Abe Schwartz (composer),,
S4895,16.253,88752-2,William Schwartz,"Nor Die Alein, fun ''Der Rebetzin's Tochter''",9/1922,,1922,NY,Co E7778,Columbia,"Tenor, Orchestra",Joseph M. Rumshinsky (composer),,
S4896,16.253,88753-1,William Schwartz,"Hoffnung, fun ''Die Alte Liedele''",9/1922,,1922,NY,Co E7778,Columbia,"Tenor, Orchestra",Joseph M. Rumshinsky (composer),,
S4897,16.253,88783-1,William Schwartz,Hit Aich Meidelach,9/1922,,1922,NY,Co E7889,Columbia,"Tenor, Orchestra",S. Secunda (composer),,
S4898,16.253,88784-1,William Schwartz,Shabbes Tzu Nacht,9/1922,,1922,NY,Co E7889,Columbia,"Tenor, Orchestra",S. Secunda (composer),,
S4899,16.253,88878-1,William Schwartz,"Weit, Weit In Mein Heimele",11/1922,,1922,NY,Co E7834,Columbia,Tenor,Morris Rund (composer),,
S4900,16.253,88879-1,William Schwartz,"Liebe Is Dos Beste Vort, fun ''Shprintze Fun Riverside''",11/1922,,1922,NY,Co E7834,Columbia,Tenor,Louis Friedsell (composer),,
S4901,16.253,88935-1,William Schwartz,Liebes Schpielchel (Die Shtime Un Der Funchter),12/1922,,1922,NY,Co E7873,Columbia,Tenor,Louis Friedsell (composer),,
S4902,16.253,88937-2,William Schwartz,"Liebes Schmertzen, fun ''Shtarker Fun Liebe''",12/1922,,1922,NY,Co E7873,Columbia,Tenor,Joseph M. Rumshinsky (composer),,
S4903,16.253,89026-1,William Schwartz,"A Gruss Fun Dem Nayem Russland, fun ''Die Goldene Kaleh''",2/1923,,1923,NY,Co E7911,Columbia,"Tenor, Orchestra",Joseph M. Rumshinsky (composer),,
S4904,16.253,89027-1,William Schwartz,"Die Goldene Kaleh, fun ''Die Goldene Kaleh''",2/1923,,1923,NY,Co E7911,Columbia,"Tenor, Orchestra",Joseph M. Rumshinsky (composer),,
S4905,16.253,89315-,William Schwartz,Die Liebe Fon Frauen,6/1923,,1923,NY,Co E9085,Columbia,"Tenor, Orchestra",Joseph M. Rumshinsky (composer),,
S4906,16.253,89316-,William Schwartz,Wach Auf Mein Folk,6/1923,,1923,NY,Co E9085,Columbia,"Tenor, Orchestra",Joseph M. Rumshinsky (composer),,
S4907,16.253,59752-4,William Schwartz,"Es Beinkt Zich Aheim, fun ''Beinkenden Hertzer''",,1923,1923,NY,Co E5261 (12''),Columbia,"Tenor, Orchestra",Charlie Cohan (bar); Louis Friedsell (composer),,
S4908,16.253,59755-2,William Schwartz,"Yiden Geht Kein Zion, fun ""Beinkenden Hertzer''",,1923,1923,NY,Co E5261 (12''),Columbia,"Tenor, Orchestra",Louis Friedsell (composer,,
S4909,16.253,89455-2,William Schwartz,Eshes Chail,10/1923,,1923,NY,Co 8004-F,Columbia,"Tenor, Orchestra",Joseph M. Rumshinsky (composer),,
S4910,16.253,89456-1,William Schwartz,Vi Gut Es Tzu Zein A Yid,10/1923,,1923,NY,Co 8004-F,Columbia,"Tenor, Orchestra",Joseph M. Rumshinsky (composer),,
S4911,16.253,x,William Schwartz,Es Geht Vi Geshmirt,,1923-4,1923,NY,Co 8020-F,Columbia,Tenor,,,
S4912,16.253,x,William Schwartz,Hot Azoi Faift Men Un A Schviger,,1923-4,1923,NY,Co 8020-F,Columbia,Tenor,,,
S4913,16.253,89809-2,William Schwartz,"Brownsville, fun ''Yankele''",4/1924,,1924,NY,Co 8027-F,Columbia,"Tenor, Orchestra",,,
S4914,16.253,89868-,William Schwartz,"Ach, Katiusha!",4/1924,,1924,NY,Co 8046-F,Columbia,"Tenor, Orchestra",,,
S4915,16.253,89869-2,William Schwartz,"Deine Schehne Augen, fun ''Yankele''",4/1924,,1924,NY,Co 8027-F,Columbia,"Tenor, Orchestra",,,
S4916,16.253,89971-1,William Schwartz,Liebes Romance,5/1924,,1924,NY,Co 8046-F,Columbia,"Tenor, Orchestra",,,
S4917,16.253,105038-1,William Schwartz,Von Men Liebt Und Men Vent Nit Geliebt,6/1924,,1924,NY,Co 8037-F,Columbia,"Tenor, Orchestra",,,
S4918,16.253,105039-1,William Schwartz,Ich Bin Ferheirath Und Hob Nit Kein Veib,6/1924,,1924,NY,Co 8037-F,Columbia,"Tenor, Orchestra",,,
S4919,16.253,42677-2,William Schwartz,A Liebes Erklerung,,6/1924,1924,NY,Em 13259,Emerson,"Tenor, Orchestra",Weisser & Bernstein (composers); Mogin David Orchestra (orchestra),,
S4920,16.253,42678-2,William Schwartz,Der Hantiger Chosid,,6/1924,1924,NY,Em 13259,Emerson,"Tenor, Orchestra",Joseph M. Rumshinsky (composer); Mogin David Orchestra (orchestra),,
S4921,16.253,105069-1,William Schwartz,Dos Lied Beim Veigle,7/1924,,1924,NY,Co 8048-F,Columbia,"Tenor, Orchestra",,,
S4922,16.253,105070-1,William Schwartz,Erin Erungen Fun Der Alter Heim,7/1924,,1924,NY,Co 8048-F,Columbia,"Tenor, Orchestra",,,
S4923,16.253,42714-1-2,William Schwartz,Mein Tzigeiner Maidele,,7/1924,1924,NY,Em 13261,Emerson,"Tenor, Orchestra",,,
S4924,16.253,42715-2,William Schwartz,"Heim, Ziese Heim",,7/1924,1924,NY,Em 13261,Emerson,"Tenor, Orchestra",Joseph M. Rumshinsky (composer),,
S4925,16.253,42770-1,William Schwartz,Nisht Doo Mehr Die Tseiten Fin Yuhren Tzurek,,8/1924,1924,NY,Em 13267,Emerson,"Tenor, Orchestra",Rubin Doctor (composer),,
S4926,16.253,42771-1,William Schwartz,"Oi, Is Dus A Serké",,8/1924,1924,NY,Em 13267,Emerson,"Tenor, Orchestra",Rubin Doctor (composer),,
S4927,16.253,2514-2,William Schwartz,Mein Rosa,1924,,1924,NY,Em 13270,Emerson,"Tenor, Orchestra",H. Wohl (composer),,
S4928,16.253,2516-2,William Schwartz,Vas Zol Ich Tien,1924,,1924,NY,Em 13270,Emerson,"Tenor, Orchestra",B. Rosenthal (composer),,
S4929,16.253,x,William Schwartz,"Kiddush, fun ''Benkende Hertzer''",,1924-5,1924,NY,Co 8040-F,Columbia,Tenor,,,
S4930,16.253,x,William Schwartz,Isroel Bein Hoamin,,1924-5,1924,NY,Co 8040-F,Columbia,Tenor,,,
S4931,16.253,x,William Schwartz,Avraham,,1924-5,1924,NY,Co 8049-F,Columbia,Tenor,,,
S4932,16.253,x,William Schwartz,In Gorten Fun Liebe,,1924-5,1924,NY,Co 8055-F,Columbia,Tenor,,,
S4933,16.253,x,William Schwartz,"Ervach, Mein Eitzer",,1924-5,1924,NY,Co 8055-F,Columbia,Tenor,,,
S4934,16.253,x,William Schwartz,Ich Beink Noch Mein Shtedtele,,1924-5,1924,NY,Co 8058-F,Columbia,Tenor,,,
S4935,16.253,x,William Schwartz,"Rosa, Mein Rosa",,1924-5,1924,NY,Co 8058-F,Columbia,Tenor,,,
S4936,16.253,2636-1,William Schwartz,"Oh! Mamma, from ''Yaden Mamma''",,early 1925,1925,NY,Em 13273,Emerson,"Tenor, Orchestra",,,
S4937,16.253,2637-1,William Schwartz,"Tzigeiner Lied, from ''Tzigeiner Meidel''",,early 1925,1925,NY,Em 13273,Emerson,"Tenor, Orchestra",,,
S4938,16.253,N 106392-,William Schwartz,"Froyen Star, from ''Molly Dolly''",11/1925,,1925,NY,Pat 3715,Pathe,"Tenor, Orchestra",Joseph M. Rumshinsky (director),,
S4939,16.253,N 106394-,William Schwartz,"Ir Vill A Medel Vi Mein Mamme Is Geven, from ''Molly Dolly''",11/1925,,1925,NY,Pat 3715,Pathe,"Tenor, Orchestra",Joseph M. Rumshinsky (director),,
S4940,16.253,W 106601-2,William Schwartz,"Marsh, Marsh, Marsh, fun ''Katinka''",4/1926,,1926,NY,Co 8114-F,Columbia,"Tenor, Orchestra",Joseph M. Rumshinsky (composer),,
S4941,16.253,W 106602-2,William Schwartz,"Sonia, Liuba, fun ''Katinka''",4/1926,,1926,NY,Co 8114-F,Columbia,"Tenor, Orchestra",,,
S4942,16.253,W 108298-1,William Schwartz,"Mein Yiddishe Meidele, fun ''Zein Yiddish Meidel''",9/1927,,1927,NY,Co 8150-F,Columbia,Tenor,S. Secunda & A. Schorr (composers),,
S4943,16.253,W 108299-2,William Schwartz,"Dib Die Liebst Mich, fun ''Zein Yiddish Meidel''",9/1927,,1927,NY,Co 8150-F,Columbia,Tenor,S. Secunda & A. Schorr (composers),,
S4944,16.253,W 108767-1,William Schwartz,Ven Liebe Ruft,2/1928,,1928,NY,Co 8165-F,Columbia,"Tenor, Orchestra",S. Secunda (composer),,
S4945,16.253,W 108768,William Schwartz,"Dos Tzigainer Lied, fun ""Ven Liebe Ruft""",2/1928,,1928,NY,Co 8165-F,Columbia,"Tenor, Orchestra",S. Secunda (composer); Anna Toback (sop),,
S4946,16.254,A 928-1,Frank Seiden ,Shulamis: Rosinkes Und Mandlen,9/5/1901,,1901,NY,Vi 928 (7''),Victor,Baritone,Goldfaden (composer),,
S4947,16.254,M 3530-1,Frank Seiden ,Shulamis: Rosinkes Und Mandlen,9/5/1901,,1901,NY,Mon 3530,Monarch,Baritone,Goldfaden (composer),,
S4948,16.254,A 929-1,Frank Seiden ,Bar Kochba: Das Pastuchis,9/5/1901,,1901,NY,"Vi 929, Ber 1027 (7'')","Victor, ",Baritone,,,
S4949,16.254,A 929-M-1,Frank Seiden ,Bar Kochba: Das Pastuchis,9/5/1901,,1901,NY,"Mon 3531, 929",Monarch,Baritone,,,
S4950,16.254,A 930-1,Frank Seiden ,Koenig Lear: Als Tiroh Jacksons,9/5/1901,,1901,NY,"Vi 930, Ber 1026 (7'')",Victor,Baritone,,,
S4951,16.254,A 930-M-1,Frank Seiden ,Koenig Lear: Als Tiroh Jacksons,9/5/1901,,1901,NY,"Mon 3532, 930",Monarch,Baritone,,,
S4952,16.254,A 931-1,Frank Seiden ,Blimele: Min Hamizer,9/5/1901,,1901,NY,"Vi 931, Ber 1037 (7"")",Victor,Baritone,,,
S4953,16.254,A 931-M,Frank Seiden ,Blimele: Min Hamizer,9/5/1901,,1901,NY,"Mon 3533, 931",Monarch,Baritone,,,
