NAME
Simon Tenovsky Orchestra
"Corman, William"
"Levitsky, Mitchell"
"Viswanath, Malke-Leye"
"Viswanath, Meena-Lifshe"
"Schaechter, Daneel"
"Whiteman, Leah"
"Viswanath, (Arele) Arun"
"Loren, Shulamith"
Israeli Scout Caravan 2001
"Oren, Eytan"
"Dor, Gil"
Gaya (no given name)
"Yosef, Moshe"
"Chanin, Caroline"
Unnamed Interviewer
"Sperling, Jerry"
"Flierman, Hildo"
Hatikva Kids
"Strauss, Batia"
"Burstyn, Mike"
"Nasta, Bruno"
"Fruvous, Moxy"
"Alexander, Haim"
"Zach, Nathan"
"Eden, Brakha"
"Rosendorn, Nave"
Kaprizma Ensemble
"Sharon, Israel"
"Tamir, Alexander"
"Keren, Jonathan"
"Bukinsky, Itsik"
"Abadi, Gadi"
"Laster, Nizan"
"Admoni, Yuval"
"Silverman, Jerry"
"Silverman, Antoine"
"Kadvan, Alex"
"Silverman, David"
"Silverman, Misha"
Esser Johann
"Ernst, Karl"
"Daniel, Peter"
"Dessau, Paul"
"Kannenwasser, Max"
"van Wesel, Arnold (Nol)"
"Diament, David"
"Cherniacoski, Annik"
"Skurnik, Marcel"
"Schumann, Robert"
"Hilarova, Dagmar"
"Rushefsky, Pete"
"Kaplan, Rebecca"
"Bogdanski, Majer"
"Gombai, Tamas"
"Toth, Sandor D."
"Kurtosi, Zsolt"
"Schaechter, Reyna"
"Whiteman, Shifra"
"Adams, F. J."
"Talmi, M."
"White, Bonnie"
"Harlan, Ben"
"Levy, Robert"
"Banks, Jon"
Sirishkumar (no first name)
"Ansky, Sh."
Ziggy Elman Orchestra
"Ellman, Ziggy"
"Zorman, M."
Tommy Dorsey Orchestra
Don Byron Orchestra
"Surmiei, S."
"Kyriazis, Antonis"
"Bernstein, Dovid (Dudl)"
"Sigalov, Hagai"
"Street, Kevin"
Egan (No First Name)
Amranim
"Norman, M."
"Rosenberg, Y."
"Sedaka, Neil"
"Chalfen, Melvin"
"Khalfn, Moyshe"
"Apalof, Dovid"
"Zilberg, Eli"
"Berman, Dovid"
"White, Shmuel"
"Vizek, Shimon"
"Zalkin, Shmuel"
"Vilkin, Dovid"
"Teitelboim, Dora"
"Luski, A."
"Levi, Yosef Hillel"
"Kiger, Kehost"
"Berliner, Yitskhak"
"Tambur, Wolf"
"Idelson, Chaya"
"Segal, Y. L."
"S, Harvie"
"Stencl, Avrom Nokhem"
"Oved, Moshe"
"Freedman, Adele"
"Binyumin, H."
"Ettinger, Moyshe"
"Lurio, A."
"Rubilikht, Leyb"
"Moltinsky, Chaim"
"Katz, Menke"
"Ward, Charles B."
"Lehrer, Tom"
"Bollinger-Erb, Gabi"
"Bollinger, Hans"
"Krennrich, Walter"
"Rath, Wolfgang"
"Franek, Franz"
"Manderscheid, Dieter"
"Zuschlag, Karl-Heinz"
"Moricke, Sanne"
"Fuks, Chaim Leyb"
"Segal, Taybe"
"Shafer, Shloyme"
"Erlikh, Kh."
"Bergman, Rukhl"
"Bergman, Yona"
"Itshof, Yosef"
"Liski, I. A."
"Pasmanik, Wolf"
"Yoakhimovitch, A."
"Emiot, Israel"
"Berman, Pintshe"
"Rubinlikht, Leyb"
"Loketsh, Moyshe"
"Bovovik, L."
Rakhel
Rachel Blumstein-Sela
"Malts, Shaul"
"Kope, Rivke"
"Album, Chaim"
"Heschel, Avrom Joshua"
"Palme, Sioma"
"Tauber, Michele"
"Nisimov, Misha"
"Fraysse, Frederic"
"Zubritsky, Efim"
"Clemen, Jean-Baptist"
Balagan
"Wijk, Jacob v. d."
"Timmermans, Anja"
"Weiss, Florence"
"Flierman, R."
"Lovio, A."
"Lev, Avrom"
"Kal, Sarah"
"Guterman, Gute"
"Pitskov, Yud"
"Maintz, Shaul"
"Labortori, Leyb"
"Lukish, Moyshe"
"Gertner, Meyer"
"Apalofitsh, Dovid"
"Fayn, Yoni"
"Breuer, Hans"
"Breuer, Gunter"
"Coskun, Barcu"
"Pollack, Fabian"
WanDeRer
"Diemberger, Ruby"
"Ucar, Turgay"
"Dikec, Abdullah"
"Novikov, Malka"
"Top, Shmuel"
"Kaplan, Oyzer"
"Shtayngart, Moyshe"
"Hoffman, Miriam"
"Kazimirovsky, Shloyme"
"Epshtayn, Ben Tsion"
"Rivin, Yeshaya"
"Zeltzer, Chaim"
"From, Dovid"
"Al Kasem, Smiakh"
"Ma Yifis, I."
"Stolz, Helen Marie"
"Dobrushkes, Azaria"
"Abelson, Khayke"
"Yungman, Moyshe"
"Gluck, Alma"
"Zimbalist, Efrem"
"Arnstein, Ira B."
"Robinson, Leah"
"Bobrov, Alter"
"Plotkin, Chaim"
"Bekerman-Gershtnfeld, Rukhl"
"Sherman, I. M."
"Shnayhut, Shloyme"
"Tkatsh, M. Z."
"Biletzsky, I. Kh."
"Benkman, Yone"
"Tsikert, A."
"Gornish, Jean"
"Joffe, Joseph"
"Goldvaser, Chaye"
"Artst, Wolf"
"Weisbrod, Avrom"
"Malts, Shmuel"
"Zaretsky, Hinde"
"Holtsberg, Esther"
"Shargel, Yankov Tsvi"
"Korman, Leon"
"Berkman, I."
"Goldberg, Isaac"
"Weisenberg, I. M."
"Keniger, Chaim"
"Kozlov, E."
"Dimitrievich, E."
"Issakowski, M."
"Grebenka, Evheniy"
"Simkhovitsh, Simkhe"
"Shalit, Khone"
"Latsman, I."
"Sokhatshevski, Ben A."
"Borovik, L."
"Katz, Alf"
"Gupkin, Yisroel"
"Rosenberg, Yakev Ben Gershon"
"Apolovitsh, Doba"
"Tshernin, Velvl"
"Rogin, Yosef"
"Valdman, M."
"Kogan, Hersh"
"Shabat, Sarah"
"Khona, Bar"
"Chaimowich, Feliks"
"Grutzin, Natan"
"Korman, Ezra"
"Harats, Meir"
"Tussman, Malke Heifetz"
"Kling, Berta"
"Varzoger, Yakov"
"Ratner, Ktsie"
"Pudlewski, Sh."
"Spiegel, Moshe"
"Karloff, Boris"
"Boseman-Ben Chiam, Rivke"
"Bayder, Eli"
"Krant, Miriam"
"Porayer, Moyshe Chaim"
"Mogilner, Boris"
"Teyf, Moisey"
"Balasnaya, Riva"
"Shepherd, Polina"
"Achkinazi, Paulina"
"Ovrutskaya, Yana"
"Ivakh, Alina"
"Gafner, Vassily"
"Gabelko, Darya"
"Sapozhinkov, Sergei"
"Levin, Neil"
"Rovner, Khazn Zaydl"
Ashkenazim
"Berman, A."
"Brown, Jacky"
"Farwel, Grisha"
"Aharoni, Shalom"
"Gavriel, Ben"
"Baharav, Menashe"
"Claudius, M."
"Sternberg, E. W."
"Khalfi, Avraham"
"Ancis, Solomon"
"Harris, Remus"
"Sacco, John"
"Karni, J."
"Brown, Max S."
"Mordechai, Avraham"
"Faulkner, Rick"
"Fleming, Pam"
"Hess, Michael"
"Hofstra, Dave"
"Kreisberg, Debra"
"Sicular, Eve"
"Bart, Lionel"
"Karpel, Philip"
Isle Of Klezbos
"Ben-Yosef, Z. M. E."
"Ballova, Linda"
"Werner, Andrej"
"Lago, Miro"
"Alexander, Daniel"
"Suska, Pavol"
"Alexander, Samo"
"Shabatai, Yaacov"
Pressburger Klezmer Band
"Oros, Martin"
"Takeda, M."
"Hesekova, Eva"
"de Nerja, Flaco"
"Majdak, Dino"
"Gerek, Palo"
"Obuch, Peter"
Lopi
"Feldek, Lubomir"
"Feinerman, Georgie"
"Goldman, Rabbi Yossi"
"Dubrow, William"
"Shaper, H."
"Koussevitsky, Cantor Dovid"
Titla
"Rolandelli, Eduardo"
"Taschler, Toni"
"Kuhebacher, Herman"
"Riffeser, Peter"
"Kuhebacher, Egon"
"Winterstein, Titi"
"Stecher, Luis Stefen"
"Brugger, Berni"
Warels
"Ressler, Doba"
"Becker, Paul"
"Seidel, Richard"
"Traub, Terry"
"Wulf, Matthew"
"Goldenshteyn, German"
"Rosenberg, Elias"
Duo Myr
"Shwartz, Leybele"
"Bogomoini, Gaston"
"Wainer, Rivka"
"Katz, Jevel"
"Gold, Leon"
"Burstein, Avi"
"Hirschler, Ziga"
"Perry, Sam"
Youngers Of Zion
"Shepard, Thomas Z."
"Harris, Arthur"
"Allers, Franz"
"Gordon, Irving"
"Nathan, Robert"
"Amfithrof, Daniele"
"Bothen, Peter"
"Friedman, Jimmy"
"Personne, Nils"
"Hurtig, Hans"
"Antilla, Lauri"
"Feher, Jozcef"
"Danell, Nils"
"Golijov, Osvaldo"
"Nelson, Joshua"
"Spiro, Cantor Simon"
Aleeza
"Cohen, Cantor Ken"
"Rudess, Jordan"
"Loftis, Erich"
"Slack, Cantor Arianne"
"Lippitz, Cantor Erica"
NJ Cantors Concert Ensemble
"Levin, Hazzan Sheldon"
"Mamber, Cantor Ilan"
"Kates, Cantor Linda"
"Kates, David"
"Roth, I."
"Katchko-Gray, Cantor Deborah"
"Paternak, Shira"
"Axelrod, Cantor Matt"
"Ben Hassin, David"
B'nai Amoona Male Chorus of St. Louis
"Johnson, Orland"
"Goldstein, Cantor Adam"
"Goldstein, Cantor Martin"
"Anzaldi-Goldstein, Holly"
"Blane, Cantor Steven"
"Portnoy, Cantor Marshall"
"Portnoy, Julie Beth"
Steve Taylor Band
Louisville Chorus
Choirs & Ensemble of Beth Sholom Congreg
"Tilman, Cantor David"
"Schwartz, Stephen"
"Young, Steve"
"Stephens, Carole"
"Lam, Cantor Nathan"
Israel Pops
"Lavender, Scott"
"Kipnis, Levin"
"Vaga,Klara"
"Muradov, S."
"Goldstein, Adam"
"Conquet, Johnny"
Mozian
"Sunkel, Phillip C., Jr."
Zarem
Johnny Conquet & Orchestra
Santos
Greenfield
"Burger, D."
"Landau, E."
"Spurlock, D."
National Symphony Of Israel
"Gordon, Rebecka"
"von Heijne, Claus"
"Augustsson, Filip"
"Matthews, Gilbert"
"Silberg, Jackie"
"Brommare, Niclas"
"Rabinovich, Mark Isakovich"
State Ensemble/JewishFolk/Ukranian SSR
"Kaletskii, S."
"Iaunzem, Irma Petronova"
"Florov, B. N."
"Piatigorskii, L. P."
"Knushevitskii, V."
"Epelbaum, Mikhail"
"Rozenfeld, N."
Orchestra Of..Moscow State Philharmonic
"Kukles, V."
"Sheinin, Egoshua (Yehoshua) Pavlovich"
"Druker, Sophia Iurevna"
Jewish Vocal Ensemble...Belarusian SSR
"Vari, I. G."
"Liubimov, Saul"
"Reznik, Lipe"
"Dobrushin, Ekhezkel (Yeheskel)"
"Pantofel-Nechetskaia, Deborah Iakovlevna"
"Makarov, A. D."
"Fikhtengolts, M. I."
"Zybtsev, A. L."
"Kaptsan, A."
Jewish Folk Music & Song/Belarusian SSR
"Revutskii, L."
"Klaus, N. P."
"Shkolnikov, L."
Choir Of The Belarusian SSR
"Karchmar, Esther"
"Kromchenko, Solomon Markovich"
"Wolfe, Hy"
"Kaplan, Herbert"
Bobby Kroll Orchestra
"Billings, James"
"Rozicka, Alfred"
Orchestralni Skupina
"Skoumal, Petr"
"Bieda, Monika"
"Broniewska, Marta"
"Wlodarz, Andrzej"
"Patzeit, Fred"
Childrens Chorus
"Peled, Rifke"
"Bragin, Ted"
"Levitt, David"
"Horn, Shelly"
"Haggart, Bob"
"Bauduc, Ray"
"Fisher, Fred"
"Reid, John"
"Waller, Thomas ""Fats"""
"Edwards, Gus"
"Merrill, Blanche"
"Ruby, Harry"
Sony Records Studio Orchestra
"Vavrinek, Stanislav"
"Mesany, Mario"
"Rys, Zdenek"
"Dolezal, Kamil"
"Kostiuk, Mario"
"Kohout, Karel"
"Navratilova, Lucie"
"Pok, Frantisek"
"Langweil, Frantisek"
"Dvorska, Marie"
"Hanus, Jir"
"Zindel, Zdenek"
"Verner, Pavel"
"Steidl, Pavel"
"Pavlik, Michal"
"Zboril, Pavel ""Bady"""
"Brezina, Ales"
"Reed, Lou"
"Bronson, Harold"
"Foos, Richard"
"Maxfield, Daddy"
Gefilte Joe and the Fish
"Goldblatt, Laser"
"Davis, Danny"
"Foster, Larry"
"Spencer, Lou"
"Curtis, Ralph"
"Rosner, Mildred"
"Brun, Max"
"Timofeyev, Oleg"
"Timofeyeva, Natalia"
"Paredes, Robert"
"Kaufmann, Serge"
"Vinitsky, Alexander"
"Minsky, Aaron"
"Burrier, Matthew"
"Moore, Daniel"
The Timofeyev Ensemble
"Spivakovsky, Aleksandr"
"Light, Herbert"
"Bean, Nancy"
"Curtiss, Sidney"
"Johns, Gloria"
"Cooper, Peggy"
"Levy, Frank"
"Vamos, Roland"
"Israel, Theodore"
Country Klezmers
"Adler, Chaim"
"Sparber, Frank"
"Tsvayg, Sara"
"Tsvayg, Ehud"
"Robinson, Larry"
"Queen, Jim"
"Tolstoi, T.K."
Louis Alter and His Balalaika Orchestra
"Cassen, Gerald"
"Cherry, R."
"Alter, Louis"
Rabbi Nachman of Bratslov
"Schiller, Gerald"
"Hatch, Anthony Peter"
"Singleton, Charles"
"Snyder, Eddie"
"Kaemfert, Bert"
"Sigman, Carl"
"Delanoe, Pierre"
"Casado, Ernesto Lecuona"
"Steffe, Edwin"
"Banks, Marian"
"Mancini, Henry"
"Marlow, Ric"
"Scott, Robert William"
"Mills, Gordon"
"Reed, Les"
"Hadjidakis, Manos"
"Towne, Billy"
"Butler, Artie"
Al Tijuana & his Jewish Brass
"Hyams, Barry"
"Funk, Dan"
"Nelson, Alan"
"Shmuley, Sandy"
Cantica Hebraica
"Queler, Eve"
Timofeyev Ensemble
"Kaufmann, Sergei"
"Rodgers, Elizabeth"
"Vines, Mitchell"
"Fishman, Rukhl"
"Pinhasik, Judith Bro"
"Caplan, Joel"
"Shmulenson, Yelena"
"Sterner, Steve"
"Goldman, Maurice"
"Goldberg, Itshe"
"Bentzion, Ben"
"Lederman, Shlomo"
Nigunim Klezmer Band
"Kazdan, Igor"
"Kazdan, Natalia"
"Sinyakova-Belobrova, Alexandra"
"Belobrov, Valery"
"Kadenko, Sergey"
"Tseglyar, Y."
"Gorelova, Serafima"
"Sidorovskaya, Irina"
"Shpigelman, Natalia"
"Alterman, I."
"Grissman, D."
"Krivitsky, David"
"Epstein, Julie"
"Slavina, Evgenia"
"Coburn, Adrian"
"Forry, Mark"
"Lline, Alexandre"
"Kahan, Michael"
"Kuperman, Viktor"
"Yiddish Children's Chorus, St Petersburg"
"Arshanskaia, Lea"
"Kytasty, Julian"
Choral Ensemble of J.D.C. (Joint) Moscow
"Tzalyuk, Sasha"
"Hillelstein, Leor"
"Gokhberg, Naftali"
"Blacksberg, Bernard"
"Shtayngart, Motl"
"Cassel, Andy"
"Steinlauf, Michael"
"Hellerstein, Kathryn"
"Turiansky, Chava"
"Marcus, Audrey"
"Weiner, Benjamin"
"Alsher, Mark"
"Glaser, Amelia"
"Seiler, Guido"
Bundist Chorus of Silicon Valley
"Salomon, Mashgiach HaRav Matisyohu"
"Brodt, Abish"
"Cohen, Rabbi Mortimer"
"Altman, Sholom"
"Wagner, Hans-Dieter"
"Balakirev, Alexeyevich"
"Glazunov, Alexander Konstamtinovich"
"Mosolov, Alexander Vasievich"
"Vyazemsky, P."
"Fet, Afansy"
Levenstein
"Marakov, I."
"Mikhailov, M."
"Koltzov, A."
"Sheremetyev, B."
"Bitcliffe, Edwin"
"Tetley-Kardos, Richard"
"Seletsky, Harold"
"Harry, William"
"Lucarelli, Bert"
Pergolesi
"Scarlatti, Alessandro"
Vivaldi
"Babaev, A."
"Wolf, Hugo"
Giordani
"Miller, Lisa"
Beth Abraham Youth Orchestra
"Goldstein, Rose B."
"Arkus, Albert R."
"Klingfield, Samuel"
"Mayer, Heidy"
"Katz, Bess"
"Rosenfeld, Jack"
"Soffen, Faye"
"Soffen, Joe"
"Farnesse, Marco"
"Rosenfeld, Max"
"Crocilla, Riccardo"
"Furlanich, Francesco"
"Donati, Riccardo"
"Polesitsky, Igor"
"Dimova, Daniela Ivanova"
"Benun, Janet Nikoleva"
"Levy, Jules"
"Wedekind, Frank"
"Bierbaum, Otto Julius"
"Salus, Hugo"
"Hochstetter, Gustav"
Colly
"Schikaneder, Emanuel"
Progretto Davka
"Di Veroli, Maurizio"
"Baranes, Uri"
"Shimoni, Yitzkhak"
"Livnat, Aviv"
"Beer, Helen"
"Livnat, Arik"
Matthew G.
"Fershtman, Haggai"
"Patrick, John"
"Kohn, Marty"
"Bozik, Maxs"
"Koenig, Lea"
"Stolper, Zvi"
"Gottesman, Itzik"
"Halperin, Menashe"
"Berkowitz, I. D."
"Elbaum, Ruth"
"Gersten, Berta"
"Lipton, Albert"
"Schwimmer, Cantor Moshe"
"Crane, Norma"
"Mann, Paul"
"Macleod, John"
"Herskowitz, Matt"
"Roth, Artie"
"Bunnett, Jane"
"Jefferson, Kelly"
"Liliana, Lili"
The Yiddishe Bande
"Lederman, David"
"Hart, Bertha"
"Shoengold, Joseph"
"Bachlund, Gary"
"Shertok, Yehuda"
"Ehrenreich, Jake"
"Lanzbom, C,"
"Jacobs, Celia"
"Black, Rabbi Joe"
"Lieberman, Allan"
Beach Boychicks
Guns & Kharoses
"Yankovic, Al"
Two Live Jews
"Friedman, Kinky"
"Brooks, Mel"
Mrs Pincus
The Soggy Matzoh Boys
Yid Rock
Shlock Rock
What I Like About Jew
"Kurland, Steve"
Texas Jewboys
"Sherman, Allen"
"Denver, John"
Beach Boys
"McFerrin, Bobby"
Offspring
"Springsteen, Bruce"
"Wilson, Meredith"
"Cohen, Mark"
"Kaniger, Marty"
"Wayne, Bob"
"Croy, Danny"
"Tree, Ed"
"Indictor, Mark"
"Phillips, Henry"
"Logeman, Dave"
"Raymond, Don"
"Goro, Zinovy"
"Klein, Regina"
"Clavarella, Vince"
"Fundyga, Craig"
"Limeres, Rosanne"
"Christensen, Kristi"
"Foos, Shari Famous"
"Peet, Wayne"
"de Koven, Reginald"
"Schwartz, Arthur"
"Dietz, Howard"
"Scotto, Aubrey"
"Goldin, Sidney"
"Abarbanel, Judith"
"Polonsky, Samuel"
Feannat/Leon
"Zigane, S."
"Folbert, Adolph"
"Lovie, Jennie"
"Turkow, Ruth"
"Lewin, Chana"
"Brin, Max"
"Bozyk, Max"
"Natan, Simkhe"
"Turkow, Zygmund"
"Arntz, James"
"Lukinson, Sara"
"Lenzer, Don"
"DuBose, Glenn"
Marx Brothers
"Caesar, Sid"
"Rivers, Joan"
"Lewis, Jerry"
"Waldoks, Moshe"
"King, Alan"
"Carter, Jack"
"Crystal, Billy"
"Bloomstein, Rex"
"Seiden, Joseph"
"Daniels, Larry"
"Godfrey, Patrick"
"Buchbinder, Amnon"
"Markle, Martin"
"Lempert, Carol"
"Merovitz, Ruby"
"Roberts, Cynthia"
"Buchbinder, Daniel"
"Riselle, Miriam"
"Liebgold, Leon"
"Weintraub, Rebecca"
"Lubelski, Paula"
"Ziskin, Henry"
"Isaacson, Robert"
"Walker, Adam"
"Libeskind, Daniel"
"Barry, Claire"
"Schweitert, Stefan"
"Hagemann, Martin"
"Rosenstein, Edward"
"Kufus, Thomas"
"Gold, Ann"
"Eneman, Sam"
"Goldman, Michal"
"Broughton, Simon"
"Patterson, John"
"Evans, Douglas"
"Felder, George III"
"Frazer, Beebe"
"Goodman, Al"
"Simon, Kirk"
"Nowak, Amram"
"Hirsch, Judd"
"Levinson, Ross"
"Plotkin, Rabbi Albert"
"Shiff-Matter, Cantor Mikhal"
"Huber, Jackie"
"Green, Joseph"
"Nowina-Proybyiski, Jan"
"Green-Films (Warsaw, Poland"
"Landau, S."
"Konrad, Tom"
"McEnery, ""Red River"" David"
"Fowler, Buck"
"Wise, Jay"
"Friedman, Roger"
"Red, Panama (Prob. Pseudonym)"
"Shelby, Jeff ""Jewford"""
"Jacobs, Ken ""Snakebite"""
"Culpepper,Thomas ""Wichita"""
"Adam, Skycab"
"Boles, ""BB"" Buster (Major)"
"Brazier, Richard"
"Finley, Danny"
"Swan, Billy"
"Farmer, H. Russell"
"Van Kleek, Richard"
"Santee, Clark"
"Schwebel, Aaron"
"Kaufman, David"
"West, Roscoe"
"Chavin, Chinga (Prob. Pseudonym)."
"Goldberg, Rick"
"Maizel, J."
"Parks, Van Dyke"
"Coleman, Martha"
"Baseman, Rivke"
"Kestin, Hadassah"
"Zilbershteyn, Idan"
"Verbe, Shifre"
"Berkman, Yonah"
"Rubin, Hadassah"
"Lazarus, Susan"
"Badanes, Jerome"
"Krzy zanowski, Jan"
"Zarzycka, Jolanta"
"Salamon-Sent, Januz"
"Kopalska, Anna"
"Perlmutter, Fagie"
"Lesser, Irv"
Humanaires
"Norich, Anita"
"Lynn, Henry"
"Zuckerberg, Regina"
"Stillman, Jack"
"Chayes, Anita"
"Borock, Jackie"
"Popkin, Susan A."
"Berk, Adam"
"Gill, Maria"
"Biboa, Nathan"
"Feldman, Betty"
"Rothstein, Khazn Shloymelex"
Chai Duo
"Morewski, A."
"Lenchener, Elizabeth"
"Gordin, Jacob"
"Thomashefsky, Harry"
"Walker, Johnnie"
"Rieger, Jack"
"Armband, Abraham"
"Krohner, Maurice"
"Levenstein, Fannie"
"Bergreen, Jacob"
"Grosman, Miriam"
"Golonka, Arlene"
"Gilford, Jack"
"McFadden, Bob"
"Szaro, Henryk"
"Silver, Joe"
"Dorin, Phoebe"
"Ulmer, Edgar E."
"Mosker, George G."
"Ben-Ami, Jacob"
"Beverly, Helen"
"Casher, Isadore"
"Noemi, Lea"
"Appel, Anna"
"Vodnoy, Max"
"Levine, Saul"
"Drute, Dena"
"Goldstein, Michael"
"Roth, Paul"
"Figler, Nehama"
"Hershkovitch, Gabi"
"Rozenbaum, Michael"
"Parker, D."
"Moses, Kathryn"
"Berman, Melvin"
"Amaro, Eugene"
"Hearn, Miles"
"Macerolloa, Joe"
"Morrell, Marty"
"Senesky, Bernie"
"Kash, Eugene"
"Perry, Doug"
"Lauder, Murray"
"Bridges, Bill"
"Walter, N."
"Berman, David"
"Baroyan, Zara"
"Sears, Sam Wade"
"Hoffman, Jane"
"Berman, Alice"
Naomi's Khevera
"Russoto, Henry A."
"Altenberg, Jules"
"Baker, Ed"
"Lipton, Marty"
Yofiyah
"Seidman, Lenny"
"Tayoun, Joseph"
"Mgrdichian, Roger"
"Hagedis, Gary"
"Christian, Hans"
"Amira, Dvorah"
"Groff, Mirabai"
"Bleckner, Andrew"
"Prince, Judah"
"Ndoya, Cheikh"
"Leinbach, Ben"
"Coopersmith, Harry"
"Levinger, E. E."
"Shai, Ahuva"
"Jacobi, Miriam"
"Mlotek, Chana"
"Fasch, Karl Friedrich Christian"
"Fasch, Christian"
Klezzj
"Heckel, Sally"
"Ivany, Tania"
"Saxe, Joel"
"Lieberman, Mendl"
"Kalzman, Hilda"
"Gandleman, Frank"
"Weinberg, Rabbi Shiela"
JCA (Amherst) String Kapelia
"Lenatsky, Richard"
"Benjamin, Mara"
"Hassett, Annie"
"Madson, Cantor Cathrine"
"Rose, Anne"
"Davis, Alan"
The Usual Suspects
Makela (JCC Amherst Chorus)
"Goldstein, Saul"
"Kliger, Chana"
"Sachs, Nellie"
"La Course, Michele"
"Michaelson, Maria"
"Piech, Derek"
"Werlin, Kayle"
"Stoia, Nikki"
"Fine, Larry"
Entire Ensemble (JCC Amherst)
"Goldstein, Stan"
"Ran, Shulamit"
"Moiseyev, Igor"
USSR Radio Chorus
"Jmykov, V."
"Ulansey, Ken"
"Silver, J."
"Lowy, Hanus"
Bachner
Mif
"Bouchouka, Sasha"
"Kempner, Aviva"
"Wallach, Roberta"
"Braun, Cantor Arie"
"Rabinowitz, Cantor Pinchas"
"Gildar, Cantor Daniel"
"Fireman, Miriam (Meytzie) Levin"
"Gordin, Y."
"Kinon, Ch."
"Megan, A."
"Cohen, Sarah Drezin"
"Nowakowsky, David"
"Novack, David"
"Chaplin, Charley"
"Goddard, Paulette"
Dulitzki
Mhmkurut
"Yiduv, Shlomeh"
Meriliu
"Lrr, Y."
"Gavrielov, Miki"
Rolinha Kross Trio
"Kaufman, Ibi"
"Cohen, Mazi"
"Shamir, Epraim"
The Weavers
"Berty, Shalva"
The Doodaim
"Avigal, Miryam"
"Cohen, Bentzi"
"Gled, Zeruhavel"
"Rakhman, Ephraim"
"Levanat, Shulamit"
"Lipton, Holly"
"Shakhar, Moshe"
"Ashkenazi, David"
"Kushenarov, Arn"
"Basner, V."
"Rosin, Shmuel"
"Grubian, M."
"Gamzatov, R."
"Hasfari, S."
"Vidislavsky, Uri"
"Ashkenazi, Effi"
"Zlatin, Noam"
"Chanoch, Shalom"
"Arzi, Shlomo"
"Sager, Carol Bayer"
"Gispan, Yossi"
"Elbaz, Shmuel"
"Ben, Zahava"
"Chafer, Chaym"
"Shoshen, Dani"
"Kraom, Shmolik"
"Oreland, Yakov"
"Ginai, Yoav"
"Berzel, Rami"
"Torki, Emmi"
"Gefen, Yahonatan"
"Levi, Shem Tov"
"Hugim, Zliley"
Carmelim
Rahbani Brothers
"Kamel, Moustafa"
"Hamshari, Riad Al"
"Olier, Baldi"
"Yaron, Y."
"Givon, U."
"Shalem, M."
Goldene Keyt Chorale
"Avni, Boaz"
"Shwartzman, Shahaf"
"Nayim, Kuvi"
"Abromowitch, Solomon (Shalom) Jacob"
"Shenker, Doron"
"Goili, Rivka"
"Emit, Dani"
"Asner, Chaim"
"Ben-Oz, Avi"
"Leror, Oded"
"Kriv, Uri"
"Brikni, Chaim"
"Zevah, Dodi"
"Blank, Dani"
"Cogan, Susan"
"Arod, Daphna"
"Braon, Ikhzakal"
"Shpira, Rachel"
"Amihud, Dan"
"Shmaoni, Dod"
"Goldberg, Hannah"
"Silver, Joan Miklin"
"Silver, Raphael D."
"Howard, Mel"
"Cane, Carol"
"Keats, Steven"
"Kavanaugh, Dorrie"
"Blumenthal, Joseph"
"Schiffman, Susan"
"Parsky, Paula"
"Chizik, Shmuel"
"Vizer, Dudu"
"Shehem, Gidi"
"Kuki Pafini, Yakov"
"Ranret, Adi"
"Gadron, Eitan"
"Wlodkowski, Stan"
"Skags, Calvin"
"Gould, Harold"
"Hughes, Tersa"
"Roberts, Doris"
"Ribman, Ronald"
"Muldavi, Sharon"
"Wiess, David"
"Shovret, Pranetz"
"Michael, Alon"
"Judea Films, Inc"
"Engelhardt, Khazn Shayle"
"Roah, Yoni"
"Rutblit, Yankale"
"Somek, Roni"
"Horowitz, Ariel"
"Kulb, Karl-Georg"
"Becker, Israel"
"Weinstein, Abraham"
"Regie, Herbert B."
"Goldstein, Marek"
"Moissi, Bettina"
"Litwina, Bertha"
"Fischer, Jacob"
"Wernicke, Otto"
"Dahlke, Paul"
"Bardini, Alex"
"Hart, David"
"Nathan, Mischa"
"Fischer, H. L."
"Segal, Michael"
"Hayman, Nakhum"
"Aloni, Natah"
Diwon
"Safar, Erez"
"Reiner, Carl"
"Malve, Mathias"
"Ainbinder, Svetlana"
"Sekhrof, Bri"
"Leroz, Chaim"
"Shemrit, Mika"
"Toren, Dan"
"Raz, Gidi"
"Shoali, Gioni"
"Adef, Shaon"
"Mukikh, Ra"
"Benai, Ahod"
"Mekov, Dani"
"Lomenberg, Oren"
"Kelemet, Dodosh"
"Hazak, Barry"
"Choclov, Vladimir"
"Zemzars, Ingmars"
"Buvis, Janis"
"Liadov, Anatoly"
Moscow Academy of Choral Singing
"Popov, Victor"
"Traficante, Victor"
Rheinische Philharmonie
"Serebrier, Jose"
"Tarassova, Marianna"
"Okhotnikov, Nikolai"
"Serov, Yuri"
"Mey, Lev"
"Libers, Mota"
"Levenson, Boris"
"Klocker, David"
Vlach Quartet Prague
"Ruslyanova, Lidia"
"Kozin, Vadim"
"Dolukhanova, Zara"
"Dorliak, Nina"
Trio in A Minor for Piano Violin & Cello
Leningrad Philharmonic Trio
"Kozel, Berta"
"Klugman, Amir"
"Levi, Raviv"
"Khefer, Chaim"
"Peter, Paul and Mary"
Stookey (Noel) Paul
"Travers, Mary"
Boston Pops Orcherstra
"Raffisburger, Ernest"
Tanglewood Festival Chorus
"Oliver, John"
