"sponsorID","sponsorName","sponsorInstitutionType","sponsorType"
"SPR392","CBS Ltd","-","Record Label"
"SPR393","CBS Masterworks","-","Record Label"
"SPR394","CBS Special","-","Record Label"
"SPR395","CBS Television","Broadcast Media Company","Commissioned"
"SPR396","CCAR","-","Record Label"
"SPR397","CCCP","-","Record Label"
"SPR398","CCCP- Aprelevsky Zavod","-","Record Label"
"SPR399","CCCR-Union Prayer Book","Religious Organization (Jewish)","Commissioned"
"SPR4","?","-","Record Label"
"SPR40","A.R.E Publishing","-","Record Label"
"SPR400","CDI","-","Record Label"
"SPR401","Cecelia Productions","-","Record Label"
"SPR402","Celebrity Records","-","Record Label"
"SPR403","Centaur Records","-","Record Label"
"SPR404","Centennial Recording","-","Record Label"
"SPR405","Center for Jewish Culture and Creativity","-","Record Label"
"SPR406","Center of Nadvorna Institutions","-","Record Label"
"SPR407","Central Synagogue (New York)","Synagogue","Commissioned"
"SPR408","Centre Communautaire Juif","-","Record Label"
"SPR409","Century","-","Record Label"
"SPR41","A.Teres Music Dealer & Publisher","-","Publisher"
"SPR410","Century Music Publishing Co","-","Publisher"
"SPR411","Cetra","-","Record Label"
"SPR412","Chadish","-","Record Label"
"SPR413","Chadish Media","-","Record Label"
"SPR414","Chai Procuctions","-","Record Label"
"SPR415","Chaim Towber","-","Publisher"
"SPR416","Chaim Zadok Productions","-","Record Label"
"SPR417","Chamber Music Society of Baltimore","Ensemble/Artist (musical)","Commissioned"
"SPR418","Chandos","-","Record Label"
"SPR419","Channel Classics","-","Record Label"
"SPR42","A.Z.","-","Record Label"
"SPR420","Chanticleer, the Dale Warland Singers, the Phoenix Bach Choir, and La Vie","Consortium","Commissioned"
"SPR421","Charles K. Harris","-","Publisher"
"SPR422","Charter","-","Record Label"
"SPR423","Chay","-","Record Label"
"SPR424","Checkmate","-","Record Label"
"SPR425","Chedvoh Records","-","Record Label"
"SPR426","Chessman","-","Record Label"
"SPR427","Chicago Federation of the Union of American Hebrew Congregations","Religious Organization (Jewish)","Commissioned"
"SPR428","Chicago Recording","-","Record Label"
"SPR429","Children's Village of Jerusalem","-","Record Label"
"SPR43","A.Z.R. Disco","-","Record Label"
"SPR430","Chorale Music Productions","-","Record Label"
"SPR431","Chrome","-","Record Label"
"SPR432","Chrysalis","-","Record Label"
"SPR433","Cina-Voice Records","-","Record Label"
"SPR434","Cincinnati May Festival","Cultural Organization/Individual (non-Jewish/secular)","Commissioned"
"SPR435","Cinesound International","-","Record Label"
"SPR436","Cioncordia","-","Record Label"
"SPR437","Clairtone Records","-","Record Label"
"SPR438","Classic Arts","-","Record Label"
"SPR439","Classic Editions","-","Record Label"
"SPR44","AAMCO","-","Record Label"
"SPR440","Claves Records","-","Record Label"
"SPR441","Clef Records","-","Record Label"
"SPR442","Cleveland Orchestra","Ensemble/Artist (musical)","Commissioned"
"SPR443","Club ""99""","-","Record Label"
"SPR444","CMS Records","-","Record Label"
"SPR445","CO-MO Enterprises","-","Record Label"
"SPR446","Coastal","-","Record Label"
"SPR447","Coby","-","Record Label"
"SPR448","Coda","-","Record Label"
"SPR449","Cole International","-","Record Label"
"SPR45","Abbey","-","Record Label"
"SPR450","Colin C. Kerr & Co.","-","Record Label"
"SPR451","Collector's Guild","-","Record Label"
"SPR452","Collegium Sound System","-","Record Label"
"SPR453","Colonial","-","Record Label"
"SPR454","Colosseum","-","Record Label"
"SPR455","Colosseum Schall Platten","-","Record Label"
"SPR456","Colpix","-","Record Label"
"SPR457","Columbia","-","Record Label"
"SPR458","Columbia /CBS","-","Record Label"
"SPR459","Columbia Masterworks","-","Record Label"
"SPR46","ABC Recording Corp","-","Record Label"
"SPR460","Columbia Transcriptions","-","Record Label"
"SPR461","Columbine","-","Record Label"
"SPR462","Comedy","-","Record Label"
"SPR463","Comfort Sounds, World Records","-","Record Label"
"SPR464","Comm - Est of 71 Instit","-","Record Label"
"SPR465","Command","-","Record Label"
"SPR466","Commission of Jewish Affairs","-","Record Label"
"SPR467","Commissioned by Chazn Steven Barke","-","Publisher"
"SPR468","Common Heritage Music","-","Record Label"
"SPR469","Composers Recordings, Inc.","-","Record Label"
"SPR47","ABC Records","-","Record Label"
"SPR470","Concert Hall Society","-","Record Label"
"SPR471","Conference Copy Inc.","-","Record Label"
"SPR472","Congregation Adath Jeshurun (Minneapolis)","Synagogue","Commissioned"
"SPR473","Congregation B'nai Israel Millburn, NJ","-","Record Label"
"SPR474","Congregation B’nai Amoona in St. Louis, Missouri","Synagogue","Commissioned"
"SPR475","Congregation Emanu-El San Francisco","Synagogue","Commissioned"
"SPR476","Congregation Habonim","-","Record Label"
"SPR477","Congregation Rodfei Sholom","-","Record Label"
"SPR478","Congregation Rodfei Zedek","-","Record Label"
"SPR479","Congregation Shaarey Zedek","-","Record Label"
"SPR48","ABC television network in cooperation with the Jewish Theological Seminary for broadcast that year on the Seminary’s national program, Directions","Broadcast Media Company","Commissioned"
"SPR480","Congregation Shearith Israel","-","Record Label"
"SPR481","Consortium of Synagogues","Synagogue","Commissioned"
"SPR482","Consus","-","Record Label"
"SPR483","Contemporary Chamber Players","Ensemble/Artist (musical)","Commissioned"
"SPR484","Contemporary Records","-","Record Label"
"SPR485","Context","-","Record Label"
"SPR486","Continental","-","Record Label"
"SPR487","Convention Cassettes","-","Record Label"
"SPR488","Conversa-phone","-","Record Label"
"SPR489","Cook Sound Laboratoties","-","Record Label"
"SPR49","ABC-Paramount","-","Record Label"
"SPR490","Coral Records","-","Record Label"
"SPR491","Coronet","-","Record Label"
"SPR492","Covenant Publication","-","Record Label"
"SPR493","Covenant Records","-","Record Label"
"SPR494","Covenent Club of Ill.","-","Record Label"
"SPR495","Craig & Co.","-","Record Label"
"SPR496","Crawford Music Corp.","-","Publisher"
"SPR497","Crawford Music Corporation","-","Publisher"
"SPR498","Creative Leisure Int.","-","Record Label"
"SPR499","Creative Music Productions","-","Record Label"
"SPR5","""Juwal""","-","Publisher"
"SPR50","ABCD Music","-","Record Label"
"SPR500","Crest Records","-","Record Label"
"SPR501","CRI Recordings","-","Record Label"
"SPR502","Cricket Records","-","Record Label"
"SPR503","Cromwell Music Inc.","-","Publisher"
"SPR504","Crown","-","Record Label"
"SPR505","Cruise Records","-","Record Label"
"SPR506","Crystal Records","-","Record Label"
"SPR507","Crystal-Tone","-","Record Label"
"SPR508","CSP","-","Record Label"
"SPR509","CT","-","Record Label"
"SPR51","Abe Lyman","-","Publisher"
"SPR510","Cuca Record Co.","-","Record Label"
"SPR511","CUE","-","Record Label"
"SPR512","Cultur Department","-","Record Label"
"SPR513","CVS","-","Record Label"
"SPR514","D & R Records","-","Record Label"
"SPR515","D.E.Records","-","Record Label"
"SPR516","Da Camera Magna","-","Record Label"
"SPR517","Da Capo","-","Record Label"
"SPR518","Da Vinci Records","-","Record Label"
"SPR519","Dagesh Records","-","Record Label"
"SPR52","Academy Records","-","Record Label"
"SPR520","Dajon Records","-","Record Label"
"SPR521","Dan-006","-","Record Label"
"SPR522","Dana International","-","Record Label"
"SPR523","Dance Players","Ensemble/Artist (non-musical)","Commissioned"
"SPR524","Dancecraft","-","Record Label"
"SPR525","Dangil","-","Record Label"
"SPR526","Daniel H. Greeenberg Music Publish","-","Publisher"
"SPR527","Daniel H. Greenberg","-","Publisher"
"SPR528","Daniel H. Greenberg Music Publishe","-","Publisher"
"SPR529","Daniel H. Greenberg, Music Publish","-","Publisher"
"SPR53","Accentuate Music","-","Publisher"
"SPR530","Daromah Records","-","Record Label"
"SPR531","Dassa Records","-","Record Label"
"SPR532","David Chai Productions","-","Record Label"
"SPR533","David Chevan","-","Record Label"
"SPR534","David Franco","-","Record Label"
"SPR535","David Shifrin","Ensemble/Artist (musical)","Commissioned"
"SPR536","David Shneyer","-","Record Label"
"SPR537","David Yacobian","-","Record Label"
"SPR538","Davis","-","Record Label"
"SPR539","DDT","-","Record Label"
"SPR54","Accoustic Disc","-","Record Label"
"SPR540","De Saymont","-","Record Label"
"SPR541","De Vere Rercords","-","Record Label"
"SPR542","Decanter Productions","-","Record Label"
"SPR543","Decca","-","Record Label"
"SPR544","Decca Records","-","Record Label"
"SPR545","Delmar","-","Record Label"
"SPR546","Delos International","-","Record Label"
"SPR547","Delta Music Inc","-","Record Label"
"SPR548","Delta Records","-","Record Label"
"SPR549","DeLuxe","-","Record Label"
"SPR55","Ace","-","Record Label"
"SPR550","Design Records","-","Record Label"
"SPR551","Desto Records","-","Record Label"
"SPR552","Deutsche Grammophon","-","Record Label"
"SPR553","DGG Recordings","-","Record Label"
"SPR554","DGL Recording Co","-","Record Label"
"SPR555","DHG","-","Record Label"
"SPR556","DHM","-","Record Label"
"SPR557","Diamond","-","Record Label"
"SPR558","Digalog","-","Record Label"
"SPR559","Digital House","-","Record Label"
"SPR56","Action","-","Record Label"
"SPR560","Dimension Sound Studios","-","Record Label"
"SPR561","Diplomat Records","-","Record Label"
"SPR562","Disc","-","Record Label"
"SPR563","Disc Asch","-","Record Label"
"SPR564","discos N.G.S.","-","Record Label"
"SPR565","Disk NY","-","Record Label"
"SPR566","Disneyland","-","Record Label"
"SPR567","Disques Deesse","-","Record Label"
"SPR568","Disques Vogue","-","Record Label"
"SPR569","Distronics","-","Record Label"
"SPR57","Actuelle Pathe","-","Record Label"
"SPR570","DJ","-","Record Label"
"SPR571","Dolby","-","Record Label"
"SPR572","Dominion","-","Record Label"
"SPR573","Dore","-","Record Label"
"SPR574","Dorian","-","Record Label"
"SPR575","Dorian Discovery","-","Record Label"
"SPR576","Dot","-","Record Label"
"SPR577","Dov Dov Publication","-","Record Label"
"SPR578","Dove Enterprises","-","Record Label"
"SPR579","Dover Publication","-","Record Label"
"SPR58","ACWM","-","Record Label"
"SPR580","Dover Records","-","Record Label"
"SPR581","Doyres Records","-","Record Label"
"SPR582","Dreamsong Recordings","-","Record Label"
"SPR583","DRG Recording Co","-","Record Label"
"SPR584","Dudu Fisher Enterprises","-","Record Label"
"SPR585","Dufay Digital Music","-","Record Label"
"SPR586","Durand & C","-","Publisher"
"SPR587","DYB","-","Record Label"
"SPR588","Dynamic Recording","-","Record Label"
"SPR589","Dzigan","-","Record Label"
"SPR59","Ad Lib Records","-","Record Label"
"SPR590","E.B. Recording Production","-","Record Label"
"SPR591","E.B.L. Productions","-","Record Label"
"SPR592","E.L.","-","Record Label"
"SPR593","E.M.I.","-","Record Label"
"SPR594","Earth Records","-","Record Label"
"SPR595","Eastend Synagogue of Long Beach, New York","Synagogue","Commissioned"
"SPR596","Eastronics Ltd.","-","Record Label"
"SPR597","EAV Lexington","-","Record Label"
"SPR598","Ecco Ltd","-","Record Label"
"SPR599","ECM","-","Record Label"
"SPR6","""Juwal"" Berlin","-","Publisher"
"SPR60","Adama Books","-","Record Label"
"SPR600","Edan Production","-","Record Label"
"SPR601","EDICI","-","Record Label"
"SPR602","Edicion de la World Sephardi Feder","-","Publisher"
"SPR603","Edison","-","Record Label"
"SPR604","Edith Hans","-","Publisher"
"SPR605","Edition ""Negen""","-","Publisher"
"SPR606","Edition J. Naidat,","-","Publisher"
"SPR607","Edition Kuenstlertreff","-","Record Label"
"SPR608","Edition Studio","-","Record Label"
"SPR609","Editions 23","-","Record Label"
"SPR61","Adat Shalom Congregation","-","Record Label"
"SPR610","EdJEWcation","-","Record Label"
"SPR611","Education & Culture Center of the","-","Publisher"
"SPR612","Educational Division","-","Record Label"
"SPR613","Educational News Service","-","Record Label"
"SPR614","Educational Purposes","-","Record Label"
"SPR615","Edward B. Marks Music Corp.","-","Publisher"
"SPR616","Edward B. Marks Music Corporation","-","Publisher"
"SPR617","Eelectra","-","Record Label"
"SPR618","EG Productions","-","Record Label"
"SPR619","Eichler","-","Record Label"
"SPR62","Adath Jeshurun","-","Record Label"
"SPR620","Ein-Charod","-","Record Label"
"SPR621","Eine Rheinelektra Produktion","-","Record Label"
"SPR622","El Al Records","-","Record Label"
"SPR623","El Avram","-","Record Label"
"SPR624","El-Zi Stereo International","-","Record Label"
"SPR625","Elana Records","-","Record Label"
"SPR626","Electra","-","Record Label"
"SPR627","Electrecord","-","Record Label"
"SPR628","Electric Lady Studios","-","Record Label"
"SPR629","Electro-Vox","-","Record Label"
"SPR63","ADDA","-","Record Label"
"SPR630","Electrola","-","Record Label"
"SPR631","Elektra Entertainment","-","Record Label"
"SPR632","Elektra Entertainment - Warner Bros.","-","Record Label"
"SPR633","Elektra Nonesuch","-","Record Label"
"SPR634","Elesdisc","-","Record Label"
"SPR635","Eli Lipsker","-","Record Label"
"SPR636","Elite Records","-","Record Label"
"SPR637","Elizabeth Sprague Coolidge","Cultural Organization/Individual (non-Jewish/secular)","Commissioned"
"SPR638","Elizabeth Swados Enterprises","-","Record Label"
"SPR639","Ellis Island","-","Record Label"
"SPR64","ADEI-WIZO","-","Record Label"
"SPR640","Elon Creative Productions","-","Record Label"
"SPR641","Emanuel Synagogue","-","Record Label"
"SPR642","Embassy","-","Record Label"
"SPR643","EMC","-","Record Label"
"SPR644","Emco Records","-","Record Label"
"SPR645","Emenar","-","Record Label"
"SPR646","Emerson","-","Record Label"
"SPR647","Emerson*","-","Record Label"
"SPR648","Emes","-","Record Label"
"SPR649","EMI","-","Record Label"
"SPR65","Aderet Records","-","Record Label"
"SPR650","EMI Angel","-","Record Label"
"SPR651","EMI Angel Digital","-","Record Label"
"SPR652","EMI Austria","-","Record Label"
"SPR653","EMI Classics","-","Record Label"
"SPR654","Emiphone International","-","Record Label"
"SPR655","EMMS Productions","-","Record Label"
"SPR656","Empire Broadcasting Corp.","-","Record Label"
"SPR657","Empire Publishing Co.","-","Publisher"
"SPR658","EMS Records","-","Record Label"
"SPR659","Encore Productions","-","Record Label"
"SPR66","Adina Record Company","-","Record Label"
"SPR660","Encore Records","-","Record Label"
"SPR661","Enterprise","-","Record Label"
"SPR662","EPA Prod.","-","Record Label"
"SPR663","Ephryis Prod.","-","Record Label"
"SPR664","Epic","-","Record Label"
"SPR665","Era Records","-","Record Label"
"SPR666","Erato","-","Record Label"
"SPR667","ERH","-","Record Label"
"SPR668","Ernest Bloch Award commission for the United Temple Chorus","Ensemble/Artist (musical)","Commissioned"
"SPR669","Ernest Block Society","-","Record Label"
"SPR67","ADL of B'nai B'rit","-","Record Label"
"SPR670","Eshel Studios","-","Record Label"
"SPR671","ESM Productions","-","Record Label"
"SPR672","Essex","-","Record Label"
"SPR673","Essex Music Inc.","-","Publisher"
"SPR674","Estrella Productions","-","Record Label"
"SPR675","Ethnic Folkways Records","-","Record Label"
"SPR676","Ethnic Music Publishing Co., Inc","-","Publisher"
"SPR677","EULP","-","Record Label"
"SPR678","Eureka","-","Record Label"
"SPR679","Eurodisc","-","Record Label"
"SPR68","Admiral Records","-","Record Label"
"SPR680","Everest/Scala Recordings","-","Record Label"
"SPR681","Experiences Anonymes","-","Record Label"
"SPR682","Exworks","-","Record Label"
"SPR683","Eye On Records","-","Record Label"
"SPR684","F.E.L. Records","-","Record Label"
"SPR685","F.H. M.M.","-","Record Label"
"SPR686","Fabbri & Partners","-","Record Label"
"SPR687","Facet","-","Record Label"
"SPR688","Fairfax Temple (Los Angeles)","Synagogue","Commissioned"
"SPR689","Fairfax Temple-Sonderling","Synagogue","Commissioned"
"SPR69","Adventures in Good Music","-","Record Label"
"SPR690","Faitel Levin","-","Record Label"
"SPR691","Family Records","-","Record Label"
"SPR692","Famous Music, Inc","-","Publisher"
"SPR693","Famous Records","-","Record Label"
"SPR694","Fanfare Records Ltd.","-","Record Label"
"SPR695","Fantasy Sound Limited","-","Record Label"
"SPR696","Farkas Films Inc.","-","Record Label"
"SPR697","Fassett Recording Studio","-","Record Label"
"SPR698","Fat Uncle Records","-","Record Label"
"SPR699","FAU Libraries","-","Record Label"
"SPR7","""Negen"" From Schreiber","-","Publisher"
"SPR70","Aengus Enterprises Studios","-","Record Label"
"SPR700","Favored Nations","-","Record Label"
"SPR701","Favorite","-","Record Label"
"SPR702","FEL","-","Record Label"
"SPR703","Felstad","-","Record Label"
"SPR704","Festival Records","-","Record Label"
"SPR705","Fidelio","-","Record Label"
"SPR706","Fidelity","-","Record Label"
"SPR707","Fiesta","-","Record Label"
"SPR708","Filreet Records","-","Record Label"
"SPR709","Finer Arts","-","Record Label"
"SPR71","Aeolian Chamber Ensemble","Ensemble/Artist (musical)","Commissioned"
"SPR710","First American","-","Record Label"
"SPR711","First Methodist Church in Hollywood","Religious Organization (Ecumenical)","Commissioned"
"SPR712","Flite Three Recording","-","Record Label"
"SPR713","Florilegium Chamber Choir","Ensemble/Artist (musical)","Commissioned"
"SPR714","Fly Studio","-","Record Label"
"SPR715","Fly Studios","-","Record Label"
"SPR716","Flying Bulgar Recordings","-","Record Label"
"SPR717","Flying Dutchman Amsterdam","-","Record Label"
"SPR718","Flying Fish Records, Inc.","-","Record Label"
"SPR719","Folk Art Records","-","Record Label"
"SPR72","Aeolian: Vocalion","-","Record Label"
"SPR720","Folk Dancer","-","Record Label"
"SPR721","FolkFreak","-","Record Label"
"SPR722","Folklore","-","Record Label"
"SPR723","Folklyic Records","-","Record Label"
"SPR724","Folkraft","-","Record Label"
"SPR725","Folkways Ethnic Records","-","Record Label"
"SPR726","Fonoton","-","Record Label"
"SPR727","Fontana","-","Record Label"
"SPR728","Footlight Records","-","Record Label"
"SPR729","For Horace Promotions LTD","-","Record Label"
"SPR73","AEP Records","-","Record Label"
"SPR730","Fran","-","Record Label"
"SPR731","Frankay & Jackson","-","Record Label"
"SPR732","Frankford Wayne Recording Labs","-","Record Label"
"SPR733","Freilach Orchestra","-","Record Label"
"SPR734","Fremeaux & Associes","-","Record Label"
"SPR735","Friends of Jewish music","-","Record Label"
"SPR736","FRN","-","Record Label"
"SPR737","From Heart to Heart","-","Record Label"
"SPR738","Frozen Chozen Production","-","Record Label"
"SPR739","FSM Aulos","-","Record Label"
"SPR74","AFKA Records","-","Record Label"
"SPR740","Fundacja","-","Record Label"
"SPR741","G. B. Sound","-","Record Label"
"SPR742","G. Lipskin & Son/Belwin Inc.","-","Publisher"
"SPR743","G. Schirmer","-","Publisher"
"SPR744","G. Schirmer, Inc","-","Publisher"
"SPR745","G. Shirmer","-","Publisher"
"SPR746","G. Shirmer, Inc., New York","-","Publisher"
"SPR747","G.Y.L. Productions","-","Record Label"
"SPR748","G&S Yid Light Opera Co, L.I.","-","Record Label"
"SPR749","Gable Theater Company","-","Publisher"
"SPR75","After Dark","-","Record Label"
"SPR750","Gabriella Prodcutions Ltd","-","Record Label"
"SPR751","Gadi Bodinger","-","Record Label"
"SPR752","Gadi Production","-","Record Label"
"SPR753","Gag Hapach Studios","-","Record Label"
"SPR754","Gaiton","-","Record Label"
"SPR755","Gal Kol Studio","-","Record Label"
"SPR756","Gal Star","-","Record Label"
"SPR757","Gal-Ron Ltd","-","Record Label"
"SPR758","Gala","-","Record Label"
"SPR759","Gale Records","-","Record Label"
"SPR76","Ager, Yellen & Bornstein, Inc.","-","Publisher"
"SPR760","Galewood Records","-","Record Label"
"SPR761","Galil","-","Record Label"
"SPR762","Galit Production","-","Record Label"
"SPR763","Gallotone","-","Record Label"
"SPR764","Galpaz","-","Record Label"
"SPR765","Galton","-","Record Label"
"SPR766","Gama","-","Record Label"
"SPR767","Gan Yavne Youth Village","-","Record Label"
"SPR768","Ganei Dai Music","-","Record Label"
"SPR769","Gary Bachlund","-","Publisher"
"SPR77","Ahava Productions","-","Record Label"
"SPR770","GAS","-","Record Label"
"SPR771","Gateshead","-","Record Label"
"SPR772","Gateshead Boys Choir Productions","-","Record Label"
"SPR773","Gateway","-","Record Label"
"SPR774","GB Sound","-","Record Label"
"SPR775","GB Studios","-","Record Label"
"SPR776","Geater Recording Co.","-","Record Label"
"SPR777","Geffen Productions","-","Record Label"
"SPR778","Geffen Records","-","Record Label"
"SPR779","Gemini Records","-","Record Label"
"SPR78","AHI EZER Records","-","Record Label"
"SPR780","General Electric","-","Record Label"
"SPR781","General Music Co","-","Record Label"
"SPR782","General Recording","-","Record Label"
"SPR783","Generations Records","-","Record Label"
"SPR784","Gennett","-","Record Label"
"SPR785","Gerrodisc","-","Record Label"
"SPR786","Gesellschaft für Christlich-jüdische Zusammenarbeit","Religious Organization (Ecumenical)","Commissioned"
"SPR787","Gevalt Productions","-","Record Label"
"SPR788","GGC","-","Record Label"
"SPR789","Gil records","-","Record Label"
"SPR79","AIMA","-","Record Label"
"SPR790","Gila","-","Record Label"
"SPR791","Ginah Recordings","-","Record Label"
"SPR792","Ginsburgh/Heinberg","-","Record Label"
"SPR793","Giora Feidman","Ensemble/Artist (musical)","Commissioned"
"SPR794","Glaser Musicworks","-","Record Label"
"SPR795","Global Pacific","-","Record Label"
"SPR796","Global Village","-","Record Label"
"SPR797","Globe Style","-","Record Label"
"SPR798","Gloria","-","Record Label"
"SPR799","Gluck, Michael","-","Publisher"
"SPR8","""x""","-","Record Label"
"SPR80","Akiva Ben-Horin","-","Record Label"
"SPR800","GNP Crescendo Records","-","Record Label"
"SPR801","Go Jazz Records","-","Record Label"
"SPR802","Gogle-Mogle","-","Record Label"
"SPR803","Gold Bar","-","Record Label"
"SPR804","Golden Age Productions","-","Record Label"
"SPR805","Golden Crest","-","Record Label"
"SPR806","Golden Land Records","-","Record Label"
"SPR807","Golden Record Bible Library","-","Record Label"
"SPR808","Golden Records","-","Record Label"
"SPR809","Golden Voice Recordings","-","Record Label"
"SPR81","Akron ,Ohio","-","Record Label"
"SPR810","Goldies","-","Record Label"
"SPR811","Goodman Bertrand Co.","-","Record Label"
"SPR812","Google Moogle Prod","-","Record Label"
"SPR813","Gotham Recording Corp.","-","Record Label"
"SPR814","Governor Street","-","Record Label"
"SPR815","Gozlem Gazetecilik","-","Record Label"
"SPR816","GR","-","Record Label"
"SPR817","Graffdisc","-","Record Label"
"SPR818","Gramophone","-","Record Label"
"SPR819","Great Appeal Productions","-","Record Label"
"SPR82","Al -Mar Records","-","Record Label"
"SPR820","Great Neck Choral Society (New York)"
","Ensemble/Artist (musical)","Commissioned"
"SPR821","Greater Recording Co.","-","Record Label"
"SPR822","Greenhays Recordings","-","Record Label"
"SPR823","Grenadilla","-","Record Label"
"SPR824","Gross & Kahon Production","-","Record Label"
"SPR825","GS Shirmer Royal Brand","-","Publisher"
"SPR826","H. Wohl","-","Publisher"
"SPR827","H&D Productions","-","Record Label"
"SPR828","Ha-M'orer","-","Record Label"
"SPR829","Haaretz","-","Record Label"
"SPR83","Al-ette Recordings","-","Record Label"
"SPR830","Habonim","-","Record Label"
"SPR831","HAD Records","-","Record Label"
"SPR832","Hadar","-","Record Label"
"SPR833","Hadarim Records","-","Record Label"
"SPR834","hadish","-","Record Label"
"SPR835","Haime Livne","-","Record Label"
"SPR836","Hal Ruach Studios","-","Record Label"
"SPR837","Halel V'Zimra","-","Record Label"
"SPR838","Half Note Productions","-","Record Label"
"SPR839","Hallmark Music","-","Record Label"
"SPR84","Alan Zander Records","-","Record Label"
"SPR840","Hallmark Studios","-","Record Label"
"SPR841","Hamerkaz Letarbut","-","Publisher"
"SPR842","Hamerkaz-Letarbut","-","Publisher"
"SPR843","Hamerkaz-Letarbut, Israel","-","Publisher"
"SPR844","Hamilton","-","Record Label"
"SPR845","Hammon Records","-","Record Label"
"SPR846","Handel Society","-","Record Label"
"SPR847","Hannah Terry Memorial Fund","-","Record Label"
"SPR848","Hans Kindler-cellist","Ensemble/Artist (musical)","Commissioned"
"SPR849","Hans Kindler-cellist ","Ensemble/Artist (musical)","Commissioned"
"SPR85","Albert Teres Music Dealer & Publis","-","Publisher"
"SPR850","Hansen Records","-","Record Label"
"SPR851","Har Sinai","-","Record Label"
"SPR852","Haren Productions","-","Record Label"
"SPR853","Harmonia Mundi","-","Record Label"
"SPR854","Harmony","-","Record Label"
"SPR855","Harms, Inc","-","Publisher"
"SPR856","Harp Records","-","Record Label"
"SPR857","Harry Cagin","-","Publisher"
"SPR858","Harry Smith Recording Studios","-","Record Label"
"SPR859","Harry Thomasshefsky","-","Publisher"
"SPR86","Alco Records","-","Record Label"
"SPR860","Hasidic Cappella","-","Record Label"
"SPR861","Hataklit","-","Record Label"
"SPR862","Hatikvah","-","Record Label"
"SPR863","Haus der Kulturen der Welt","-","Record Label"
"SPR864","Hava Nashir Zimirot April 23, 1963","-","Publisher"
"SPR865","Hebrew College","-","Record Label"
"SPR866","Hebrew Educational Recording Co.","-","Record Label"
"SPR867","Hebrew Prayer","-","Record Label"
"SPR868","Hebrew Publishin Co","-","Publisher"
"SPR869","Hebrew Publishing Co","-","Publisher"
"SPR87","Aleph, Inc.","-","Record Label"
"SPR870","Hebrew Publishing Co, NY","-","Publisher"
"SPR871","Hebrew Publishing Co.","-","Record Label"
"SPR872","Hebrew Publishing Co., New York","-","Publisher"
"SPR873","Hebrew Publishing Co., NY","-","Publisher"
"SPR874","Hebrew Publishing Comp","-","Publisher"
"SPR875","Hebrew Publishing Company","-","Publisher"
"SPR876","Hebrew Union College","-","Record Label"
"SPR877","Hebrew University in Jerusalem","Educational Institution (Jewish)","Commissioned"
"SPR878","Hebrew University of Jerusalem","-","Record Label"
"SPR879","Hed-Arzi","-","Record Label"
"SPR88","Alexander Olshanetsky","-","Publisher"
"SPR880","Hed-Ran","-","Record Label"
"SPR881","Heidi-Marla Records","-","Record Label"
"SPR882","Helen  Medwedeff Greenberg","-","Publisher"
"SPR883","Helen Greenberg","-","Publisher"
"SPR884","Helen Medeweff Greenberg","-","Publisher"
"SPR885","Helen Medwedeff Greenberg","-","Publisher"
"SPR886","Helen Medwedeff Greenberg*","-","Publisher"
"SPR887","Helen Medweff Greenberg","-","Publisher"
"SPR888","Helffrich Recording labs","-","Record Label"
"SPR889","Helicon Records","-","Record Label"
"SPR89","Aley Sheer","-","Record Label"
"SPR890","Heliodor / Wergo","-","Record Label"
"SPR891","Hemisphere","-","Record Label"
"SPR892","Henry Lefkowitch","-","Publisher"
"SPR893","Hensley Music Co/Metro Music Co..","-","Publisher"
"SPR894","Hensley Music Company, New York","-","Publisher"
"SPR895","Hensley/Metro Music Co.","-","Publisher"
"SPR896","Herb Halpern Production","-","Record Label"
"SPR897","Heritage","-","Record Label"
"SPR898","Herman G. Bellin","-","Publisher"
"SPR899","Hes-El-Moknine","-","Record Label"
"SPR9","[Melodiya]","-","Record Label"
"SPR90","Alfred Music Co., Inc, New York","-","Publisher"
"SPR900","Heshi IV","-","Record Label"
"SPR901","Hester Street Troupe Inc.","-","Record Label"
"SPR902","HiFi Record","-","Record Label"
"SPR903","High Fidelity Magazine","-","Record Label"
"SPR904","HighBridge Company","-","Record Label"
"SPR905","Hilarity Records","-","Record Label"
"SPR906","Hilde Kirsch Festschrift Recording","-","Record Label"
"SPR907","Hillel","-","Record Label"
"SPR908","Hindsight Records","-","Record Label"
"SPR909","Hineni, Inc","-","Record Label"
"SPR91","Algon Theatrical Enterprises","-","Record Label"
"SPR910","Hit Record","-","Record Label"
"SPR911","HMC","-","Record Label"
"SPR912","Holiday Time","-","Record Label"
"SPR913","Hollywood Recording Studio","-","Record Label"
"SPR914","Holyland Music","-","Record Label"
"SPR915","Holyland Records & Tapes","-","Record Label"
"SPR916","Homokord","-","Record Label"
"SPR917","Honey Suckle Rose","-","Record Label"
"SPR918","Hor Zu","-","Record Label"
"SPR919","Horace Productions","-","Record Label"
"SPR92","Allegro Music, Inc.","-","Record Label"
"SPR920","Horace promotions, LTD","-","Record Label"
"SPR921","House of Menorah","-","Record Label"
"SPR922","HP","-","Record Label"
"SPR923","HUC","-","Record Label"
"SPR924","Hucksters","-","Record Label"
"SPR925","Hungaroton","-","Record Label"
"SPR926","Huntzinger & Dilworth","-","Publisher"
"SPR927","HX PRO","-","Record Label"
"SPR928","HY Records","-","Record Label"
"SPR929","I. Kalmus","-","Publisher"
