"title","titleID","genre","hebrewTitle","subject","org","transliteration","music","notes","translations"
"Los Cuatro Gererales","T1885","","","","","","","",""
"Los Cuatro Muleros","T8756","","","","","","","",""
"Ale Far Eynem","T18539","","אַלע פֿאַר אײנעם (אַרבעטער רינג הימען)","","","","","Arbeter Ring Himen",""
"Los Gauchos Judios (Instr)","T8832","","","","","","","",""
"Los Gauchos Judios (Spanish)","T8841","","","","","","","",""
"Los Gayos","T1886","","","","","","","",""
"Los Mozos De Monleon (Spanish)","T1887","","","","","","","",""
"Los Pelegrinitos (Spanish)","T1888","","","","","","","",""
"Los Piconeros (Spanish)","T1889","","","","","","","",""
"Los Quatro Muleros (Spanish)","T1890","","","","","","","",""
"Los Reyes De Baraja (Spanish)","T1891","","","","","","","",""
"Los Siete Hijos Di Hana","T1892","","","","","","","",""
"Losin Gayn (Instr, Loz Im Geyn)","T10042","","לאָז אים גײן (אינסטר)","","","","","",""
"Ale Felker Zingen","T18550","","אַלע פֿעלקער זינגען","","","","","",""
"Lost Are My Spring Days (Heb)","T1894","","אביבי אבד לי","","","","","",""
"Lost In The Stars (Eng)","T23379","","","","","","","",""
"Lots Shiker Lid","T6822","Literary Origin/Theater","לוטס שיכּור ליד","Daughterss/Drinking/Grooms/Shrew/Bride/Groom/Curses/Shadkhn","","Alb L-066(a)","","Drunk Song (From ""The Binding of Isaac"") (Akedes Yitzkhok)"
Reconstituted From Cylinders","Alb L-066(a)"
"Loubow Prochiah (Russian)","T7894","","","","","","","",""
"Love Duet (Arias & Barcarolles)","T1895","","","","","","","",""
"Love Is A Cheat (Yid)","T2302","","","","","","","",""
"Love Is A Mystery (Russian)","T8064","","","","","","","",""
"Love Is Here To Stay","T2304","Instrumental/Theater/Love","","Love/Constancy/Radio/Telephone.Rockies/Gibralter/Passing","Ephemera 1127","","","",""
"Love Is Such A Cheat (Yid)","T2305","","ליבע ז'גאָר נישט װערט","","","","","",""
"Love Letter In Ladino (Instr)","T2306","","","","","","","",""
"Ale In Eynem","T15276","Klezmer","אַלע אין אײנעם","Unity","","","","",""
"Love Me Forever (Russian)","T8056","","","","","","","",""
"Love Me With All Your Heart (Span)","T2307","","","","","","","",""
"Love Me With All Your Heart (Yid)","T14427","","װען דו ביסט אַװעק פֿון מיר","","","","","",""
"Love Of A Gypsy Woman (Russian)","T7833","","","","","","","",""
"Love Song (Arabic)","T2308","","","","","","","",""
"Love Song (Atlas Mountains)","T2123","","","","","","","",""
"Love Song (Sallah)","T2124","","","","","","","",""
"Love Story","T2125","Love/Film","","Love/Constancy","","","","Hebrew Version - ""Sipur Ahava"" / Yiddish Versions - ""A Mayse Fun A Libe"", ""Ikh Hob Dikh Lib"" / First Line of B-28(b)/ Vi heybst men itst on oykh tsu dertsaylen fun a libe fayer../װי הײבסט מען איצט אָן אײַך צו דערצײלען פֿון אַ ליבע פֿײַער פֿלאַם,",""
"Ale Mener Ale Vayber","T18559","Off Color/Obscene","אַלע מענער אַלע װײַבער","Sewing/Tailor/Slang","","","","",""
"Lovely Arms (Yid)","T2210","","אַזעלכע שײנע הענט","","","","","",""
"Lovely Face (Eng, Libes Ponem)","T9479","","ליבעס פּנים (ענג)","","","","","",""
"Lovers Come Lovers Go (Eng)","T23394","","געליבטע קומען געליבטע גײען (ענג)","","","","","",""
"Lower East Side (Instr)","T2211","","","","","","","",""
"Loyb Mikh","T7918","","לױב מיך","","","","","",""
"Loynt Zikh Hobn Kinder","T2212","","לױנט זיך האָבן קינדער","","","","","",""
"Loz A Bisl Iber Oykh Far Mir","T2213","","לאָז אַ ביסל איבער אױך פֿאַר מיר","","","","","",""
"Loz Im Geyn (Instr)","T10407","","לאָז אים גײן (אינסטר)","","","","","",""
"Loz Kaminoz De Sirkidji","T9725","","","","","","","",""
"Loz Siete Izos Di Hana","T2215","","","","","","","",""
"Lozt Arayn","T2216","Lament/Theater/Pop/Plea","לאָזט אַרײַן","Ellis Island/Family/Immigrant/Children/Separation/Refusal","ML SOG 209","Alb G-013(c) //ML SOG 209/Ephemera 1458","ML SOG 209","Please Let Us In"
What's Not To Like 2017","ML SOG 209/Ephemera 1458"
"Lozt Mikh Arayn (Fragment)","T2325","","לאָזט מיך אַרײַן","","","","","",""
"Lozt Zey Op Aheym! (Yid, Heb)","T2326","","לאָזט זײ אָפּ אַהײם","","","","","",""
"Lu Ami","T2327","","לו עמי","","","","","",""
"Lu Haya Li Tsvi","T2328","","לו היה לי צבי","","","","","If I Had A Deer",""
"Lu Hayiti","T2329","","לו הייתי פּירט","","","","","",""
"Lu Hayiti Pirat","T2331","","לו הייתי פּירט","","","","","",""
"Lu Hayiti Tsipor Kanaf","T43298","","לוּ חייתי צפּוֹר כּנף","","","","","",""
"Ale Menshn Viln","T21597","","אַלע מענשן װילן","","","","","",""
"Lu Yehi","T1456","Israeli/Pop","לו יהי","Peace/1973 War/Prayer/Hope","Bekol Ram 166/Alb Z-013(a)","Bekol Ram 166","","","Bekol Ram 166/Alb Z-013(a)/Alb L-024(b)"
"Lubasha","T2334","","לובאַשע","","","","","",""
"Lubavitsh Nign","T2335","","לובאַװיטש ניגון","","","","","",""
"Lubavitsh Processional (Instr)","T2336","","","","","","","",""
"Lubavitsher Nign (Instr)","T2337","","ניגון ניגון (אינסטר)","","","","","",""
"Lubavitsher Riked (Instr)","T2338","","לובאַװעטשער ריקוד (אינסטר)","","","","","",""
"Lubavitsher Tants (Instr)","T2339","","לובאַװעטשער טאַנץ (אינסטר)","","","","","",""
"Ale Menshn Zaynen Brider","T8622","Brotherhood","אַלע מענשן זײַנען ברידער","Brotherhood/Fraternity/Equality/Color/Equality/Races","Boiberik Z 50/Sh Sh 67","Kinderland 10","","","Sh Sh 66"
"Lubavitsher Tants (Korubushka)","T2341","","לובאַװיטשער טאַנץ","","","","","",""
"Lubeshka (Russian)","T7651","","","","","","","",""
"Lubov Tainstvena (Russian)","T8065","","","","","","","",""
"Lubovitcher Rebbi (Eng)","T2342","","","","","","","",""
"Luchshe Bude (Ukrainian)","T11809","","","","","","","",""
"Luksus","T2343","","לוקסוס","","","","","",""
"Luksus Kustimer","T2344","","לוקסוס קוסטימער","","","","","",""
"Lule","T2345","","לוּלא","","","","","",""
"Luley He'emanti (Psalm 027:13)","T2346","","לוֹלא האמנתּי (תהלים כז)","","","","","",""
"Luley Toyroskho (Heb)","T2347","","לולא תורתך (עבֿרית)","","","","","",""
"Ale Montik","T21598","Children","אַלע מאָנטיק","Mother/Family/Chores/Housekeeping","Alb B-004(c)","Alb B-004(c)","","See Album T-018(a) for credits","Alb B-004(c)"
"Luley Toyroskho (Instr)","T11776","","לולא תורתך (אינסטר)","","","","","",""
"Lulinke Mayn Feygele (A Mol Iz...)","T2348","","לולינקע מײַן פֿײגעלע (אַ מאָל איז...)","","","","","",""
"Lullaby (Instr)","T2349","","","","","","","",""
"Lullaby (Shostakovitch)","T1997","","","","","","","",""
"Lullaby (Russian, Lermontov)","T2352","","","","","","","",""
"Lullaby For My Little Son (Polish)","T2353","","","","","","","",""
"Lullabye (Eng, Mercer)","T23376","","","","","","","",""
"Lush Life","T12396","","","","","","","",""
"Luski, Avrom (Eng)","T2354","","לוסקי, אַבֿרהם","","","","","",""
"Buy A Paper","T2355","Lament/Folk","","Child/Plea/Newspaper/Paperboy/Rain/Rags/","","","","",""
"Ale Toldus Noyekh","T21599","","אלה תולדות נח","","","","","",""
"Lustike Khasidim","T2356","Folk/Klezmer/Instrumental/Khasidic/","לוסטיקע חסידים","","","","","",""
"Lutzk","T2357","","פֿאָר װאָס איז דער הימל","","","","","",""
"Lo Teyda Milkhama (Heb)","T2358","","","","","","","",""
"Lyrical Song (Instr)","T2359","","","","","","","",""
"M'al Pisgat Har Hatsofim","T2360","","מעל פסגת הר הצופים","","","","","See ""Yerushlayim (Traditional)""",""
"M'geyt Keyn Tsvat","T2362","","מ'גײט קײַן צפת","","","","","",""
"M'redt Farkert (Moscow-Tel Aviv)","T2363","","מ'רעדט פֿאַרקערט (מאָסקװע-תל אביב)","","","","","",""
"M'zogt Es Iz A Land Do (Janowski)","T11723","Literary Origin/Adaptation","מ'זאָגט עס איז אַ לאַנד דאָ","Fulfilment/","","","","Based on the Hebrew of Tshernishovsky","CD  B-076(a)"
"Ma Ahavti (Heb)","T2364","","מה אהבטי (עבֿרית)","","","","","",""
"Ma Avarekh","T2365","","מה אברך (יבֿרית)","","Literary Origin","","","How Shall I Bless Him",""
"A El Novio No Quere Dinero","T16824","","","","","","","",""
"Ale Trinken","T17841","Literary/Revelry","אַלע טרינקען","Drink/Nature/Love","","","","",""
"Ma Dodekh Midod","T2366","Biblical/Song Of Songs","מה דודך מדוד","Love/Beauty/Difference","","Alb S-002(a)","","","Alb S-002(a)/Alb H-005(d)"
"Ma Grand Mere (French)","T2368","","","","","","","",""
"Ma Guitare Et Moi (French)","T8763","","","","","","","",""
"Ma He Osa Lo (Heb)","T2370","","מה היא עושׂה לו","","","","","",""
"Ma Lasot (Heb)","T2371","","מה לעשׂות","","","","","",""
"Ma Lekhe Hayom (Heb)","T2372","","מה לך הים (עבֿרית)","","","","","",""
"Ale Vaserlekh","T11571","Folk/Love/Lament","אַלע װאַסערלעך","Water/Unhappiness/Rejection/Aging/Pain","Rubin Oak 96/R-007(g)","Alb R-007(c)/Alb R-007(f)3/R-007(g)/Rubin Oak 9","Rubin Oak 09","","Alb R-007(c)/Alb R-007(f)3/R-007(g)/Rubin Oak 9"
"Ma Lisette (French)","T2373","","","","","","","",""
"Ma Navu (Heb)","T2374","","","","","","","",""
"Ma Navu (Heb, How Wonderful)","T8973","","מה נאווּ (עבֿרית)","","","","","",""
"Ma Nishtana (Margules)","T2375","Holiday/Ritual/Hagadah","מה נשתּנה (מאַרגולעס)","Passover/Four Questions/Difference/Night","Coopersmith NJS 52/Alb G-017(a)/Cardozo 90, 91","Coopersmith NJS 52/Alb G-017(a)/Alb C-047(a)/Cardozo 90, 91","","","Coopersmith NJS 52/G-017(a)/CD C-047(a)/Cardozo 90, 91"
"Ma Nishtana (Peled)","T2377","Humorous","מה נשתנה (פּלד)","Peysikh/Food/Holiday/Humorous/Passover","","","","",""
"Ma Nishtana (Voyler Velvel)","T7768","Religious/Playlet/Rhymed Couplets","מה נשתּנה (װױלער װעלװעל)","","","","","",""
"Ma Nishtana Di Kale","T2378","Instrumental","מה נשתּנה די כּלה","","","","","",""
"Ma Nomar (Heb)","T2126","","","","","","","",""
"Ale Viln Zingen","T18643","","אַלע װילן זינגען","","","","","",""
"Ma Noro (Heb)","T2127","","","","","","","",""
"Ma Notsets (Heb)","T2128","","","","","","","",""
"Ma Od (What More, Heb)","T2129","","מה עוד","","","","","What More",""
"Ma Omrot Eynayikh (Heb)","T2131","","מה אוֹמרוֹת עיניך","","","","","",""
"Ma Petite Maison De La Rue...(Yid)","T12886","","","","","","","",""
"Ma Shehaya (Koheleth, Heb)","T2132","","","","","","","",""
"Ma Sheysh Li Lomar Lakh","T2133","Literary Origin","מה שיש לי לומר לך","","","","","",""
"Ale Yidn","T18654","","אַלע ייִדן","","","","","",""
"Ma Tovu (Bloch)","T2135","Biblical/Prayer","מה-טבוּ (בלאָך)","Dwellings/Goodness/Numbers 024:05","Alb B-033(g)","","","","Alb M-038(a)/CD G-056(b)Alb D-012(f)/Alb M-019(a)"
"Ma Tovu (Heb, Orland)","T2148","","מה-טבוּ (עבֿרית, ארלנד)","","","","","",""
"Ma Tovu (Zeira)","T2150","","מה-טבוּ (זעירא)","","","","","",""
"Ma Toyv","T2151","","","","","","","",""
"Ma Toyv (Heb)","T2152","","","","","","","",""
"Ma Yafe, Yafe (Heb)","T2153","Theater","מה יפה, יפה","","","","","",""
"Ma Yafim Haleylot (Traditional)","T12926","","מה יפים הלילוֹת","","","","","See ""Yafim Halaylot Bikhanan (Trad)",""
"Ma Yafu Dodaykh (Shneyer)","T2155","Love/Biblical/Song of Songs","מה יפוּ דדיך (שנייער)","Sister/Bride/Song of Songs 04:10, 11","","Alb S-075(a)","","","Alb S-075(a)"
"Ma Yedidos (Heb)","T10909","","מה ידידות (עבֿרית)","","","","","",""
"Ma Yedidut (Heb)","T2156","","מה ידידות","","","","","",""
"Alef Bet (Kraus)","T18664","","אַלף בית (קראַוס)","","","","","",""
"Ma Yedidut (Instr)","T7165","","מה ידידות (אינסטר)","","","","","",""
"Ma Yisroen (Koheleth 01:03)","T2157","","מה יתרון (קלהת א'ג)","","","","","",""
"Ma Yofus","T8364","","מה יפית","","","","","See ""Reb Dovidl",""
"Ma'ayan Ganim (Heb)","T2159","","","","","","","",""
"Maalot (Heb)","T2160","","","","","","","",""
"MacPherson's Lament (Eng)","T2161","","","","","","","",""
"Maccabees, March (A Musical Game)","T2162","","","","","","","",""
"Mach Ka Gesheft Mit An Schnorrer","T12596","","","","","","","",""
"Mach Mach (Arabic, Come Come)","T2163","","","","","","","",""
"Madagaskar (Polish)","T2164","Humorous/Satirical/Place","","Madagascar/Country/Territory","","","","","Ephemera 973"
"Alef Bet (Shemer)","T9539","","אַלף בית (שמר, עבֿרית)","","","","","",""
"Madam And The Census Man (Eng)","T2165","","","","","","","",""
"Madam And The Fortune Teller (Eng)","T2166","","","","","","","",""
"Madam And The Minister (Eng)","T2167","","","","","","","",""
"Madam And The Number Runner (Eng)","T2168","","","","","","","",""
"Madam And The Rent Man (Eng)","T2170","","","","","","","",""
"Madam And The Wrong Visitor (Eng)","T2171","","","","","","","",""
"Madam To You (Eng)","T2172","","","","","","","",""
"Madamoiselle From Armintiere (Heb)","T2048","","אינקי פינקי","","","","","",""
"Madamoiselle From Armintiere (Yid)","T2049","","דאָרט אין זאַמד","","","","","",""
"Madre Mua Si Mi Muero","T2050","","","","","","","",""
"Alef Bet Song","T10627","Children","","","","","","Alphabet Song",""
"Madre Querida (A Yidishe Mame)","T2051","","","","","","","",""
"Madriakh Letizmeret Livney Hanurim","T2052","","מדריך לתזמורות לבני הנעורים","","","","","",""
"Madro (Instr)","T10026","","","","","","","",""
"Maestral Hora - Bulgar (Instr)","T2054","","","","","","","",""
"Magdil Yeshuos Malko (Birhat,,,)","T2055","","","","","","","",""
"Magic Of Life (Vu Iz Dos Gesele)","T2056","","װוּ איז דאָס געסעלע (ענגליש)","","","","","",""
"Mahayr Vehovey (Heb)","T2057","","מהר והבא (עבֿרית)","","","","","",""
"Mahl Tseytlied (Instr)","T11844","","ס'איז ניטאָ קײן נעכטן (אינסטר)","","","","","",""
"Alef Beys","T18675","","אַלף בית","","","","","",""
"Maika Rada Sitno Plete (Bulgarian)","T2063","","","","","","","",""
"Main Dominee Par Le Cour (French)","T2064","","","","","","","",""
"Mainly Rumanian (Instr, Medley)","T2070","","","","","","","",""
"Maitre Schultz (French)","T2204","","","","","","","",""
"Major General's Song","T2205","","","","","","","",""
"Major General's Song (Yid)","T2206","","גרױסער גענעראַלס ליד","","","","","",""
"Make Him Say Please (Eng)","T8778","","","","","","","",""
"Makedonska Humoreska (Macedonian)","T2207","","","","","","","",""
"Makes (Yid, Voyler Velvel)","T7771","","מכּות (ייִדיש, װױלער װעלװעל)","","","","","",""
"Alef Beys (Eng)","T18686","","אַלף-בּית (ענגליש)","","","","","",""
"Makh Lekhaim Brider","T9343","Theater","מאַך לחיים ברידער","","","","","",""
"Makh Mir (Eng, Yid)","T2208","","מאַך מיר (ענגליש, ייִדיש)","","","","","",""
"Makh Tsu Di Eygelekh","T2096","Lullaby/Holocaust/Lament","מאַך צו די אײגעלעך","Child/Homeless/Fear/Destruction","Kaczer  92/Alb B-011(a)/Alb D-004(g)/ML WAH 052/Alb R34(i)","Flam B 147/Alb C-035(c)/Alb F-032(c)/ML WAH 52/Alb Z-010(g)/Duhl 219/B-095(b)","ML WAH 52/Flam T 187","First sung at the Culture House of the Lodz Ghetto, written after -"
the death of the author's daughter, Eva. Banned by the Jewish -"
Council because it spoke too openly of suffering and Nazi -"
terroris See Duhl Doctoral Thesis.","Alb C-035(c)/ML WAH 52/Alb Z-010(g)/Alb B-011(a)/Alb D-004(g)/Duhl 212/Flam B"
"Makh Zhe Dayne Eygelekh Tsu","T2217","","מאַך זשע דײַנע אײגעלעך צו","","","","","",""
"Makhar","T2219","Israeli","מחר","Peace/Hope/Future","Bekol Ram 145","Bekol Ram 145","Bekol Ram 145","""Tomorrow""","Bekol Ram 145"
"Alef Beys (Kinnor Children Choir)","T18693","","אַלף בית","","","","","",""
"Makhar (Medley)","T2220","","מחר (מעדלי)","","","","","",""
"Makhela Aliza (Merry Choir)","T2223","","מקהלה עליזה","","","","","",""
"Makhela Aliza (The Singing Lesson)","T2311","","מקהלה עליזה (The Singing Lesson)","","","","","",""
"Der Foygl-Kontsert (Bird's Chorus)","T2313","","דער פֿױגל-קאָנצערט","","","","Nurit Hirsh","ed nh",""
"Makhelat Nugnimו (Heb)","T2314","","מקהלת נוֹגנים (עבֿרית)","","","","","",""
"Makhmad Levav (My Sweetheart, Heb)","T2315","","","","","","","",""
"Makhn Honik Iz...Yidisher Parnose","T2316","","מאַכן האָניק איז...ייִדישער פּרנסה","","","","","",""
"Makhnes Geyen","T2317","Revolutionary/Militant/March","מחנות גײען","Revolt/Protest/Placards/Masses","Alb Y-007(a)/Levin N 112/Alb G-017(a)","Alb Y-007(a)/Levin N 112/Alb G-017(a)","Levin N 111","","Alb Y-007(a)/Levin N 112/Alb G-017(a)"
"Makhnisei Rakhamim (Heb)","T2318","","","","","","","",""
"A Europeshe Kolemeyke","T20084","","אַ יראָפּעשע קאָלעמײקע","","","","","",""
"Makhol Haroeh (Heb)","T2319","","","","","","","",""
"Makhrozet Shirey Palmakh (Heb)","T2321","","מחרוזת שירי פּלמ""ח","","","","","",""
"Makhshoves (Thoughts, Yid)","T2322","","מחשבֿות (ייִדיש)","","","","","",""
"Makhst Mikh Filn Yunger","T2323","","מאַכסט מיך פֿילן יונגער","","","","","",""
"Makht Dos Hintele Hau Hau","T12031","Children/Folk","מאַכט דאָס הינטעלע האַו האַו","Dog/Kheyder","Alb T-027(b)","Alb T-027(b)","Kremer 26/Vinkov 3 126","Same melody as ""Fort A Khosdl""","Alb T-027(b)"
"Makht Oyf","T2324","Folk/Holiday","מאַכט אױף","Purim/Shilers/Disguise/Akhashveryesh/Esther/Mordekhe/Hamen","ML YT 49","ML YT 49","ML YT 49","",""
"Makin'  Whoopee (Yid)","T2098","","מאַכן װאָפּי (ייִדיש)","","","","","",""
"Making Latkes (Eng)","T2099","","","","","","","",""
"Alef Beys Giml (Alphabet Song)","T21662","","אַלף בית גימל (ייִדיש)","","","","","",""
"Making The List (Instr)","T10096","","","","","","","",""
"Makom Menukhati (Mayn Rue Plats)","T2309","","מקום מנוחתי (מײַן רוע פּלאַץ)","","","","","",""
"Makonovetski's Gas Nign (Inst)","T12317","","מאַקאָנאָװעטסקיס גאַס ניגון (אינסטר)","","","","","",""
"Mal D'amour (Love's Sickness)","T2310","","","","","","","",""
"Malachi 03:10 (Vaharikosi...)","T2036","","מלאכי ג (והריקותי לכם בּרכה, עבֿרית)","","","","","",""
"Malachi 03:24","T2037","","","","","","","See ""Veheyshiv Lev Avot""",""
"Maldicha Tripa De Madre","T9721","","","","","","","",""
"Malekhamoves","T2038","","מלאך המװת (אינסטר)","","","","","",""
"Malenka (Instr)","T9425","","","","","","","",""
"Malka Kudisha (Heb)","T12511","","מלכּה קודשא (עבֿרית)","","","","","",""
"Alef Beyt Girl","T21663","","","","","","","",""
"Malkele","T2039","","מלכּהלע","","","","","",""
"Malkele Dem Rebns","T2100","Theater","מלכּהלע דעם רבּנס","Name/Identity","Sheet Music","","Sheet Music","Malkele, The Rabbi's Daughter",""
"Malkhios Melokh (Heb)","T2101","","","","","","","",""
"Malkhut Hakhermon (Heb)","T2102","","מלכות החרמון","","","","","",""
"Malkhut Hakhermon (Yid)","T2103","","מלכות החרמון (ייִדיש)","","","","","",""
"Maltchy Grouz (Russian)","T7895","","","","","","","",""
"Malu Asameynu Bar (Heb)","T2104","","מלאו אסמינו בּר (עבֿרית)","","","","","",""
"Malurous Qu'o Uno Fenno (Auvergne)","T2105","","","","","","","",""
"Mama","T2611","Pop","מאַמאַ","Mother/Memory","","","","",""
"Mama (Mamele, Yid)","T2612","","מאַמאַ (מאַמעלע)","","","","","",""
"Alef-Beys Lid","T21664","","אַלעף-בית ליד","","","","","",""
"Mama (Yid, Barry Sisters)","T2613","","מאַמאַ","","","","","",""
"Mama And Daughter (Eng)","T2615","","","","","","","",""
"Mama And Son (Mame Mit Dem Zindl)","T2616","","","","","","","",""
"Mama Blayb Gezunt","T2617","","מאַמע בלײַב געזונט","","","","","",""
"Mama Don't Cry (Eng, Yid)","T2618","","","","","","","",""
"Mama Loshn (Eng, Yid)","T2619","","מאַמאַ לשון (ענג, ייִדיש)","","","","","",""
"Mama Mia Mi Querida","T7656","","","","","","","",""
"Mama Veyn Nisht Oyf Mayn Khasene","T2620","","מאַמע װײן נישט אױף מײַן חתונה","","","","","",""
"Mama Yo No Tengo Visto","T10900","","","","","","","",""
"Mama Yo Quiero (Yid)","T2621","","","","","","","",""
"Aleli Nafshi","T16381","","","","","","","",""
"Mamaliga","T2622","Klezmer/Instrumental","מאַמאַליגאַ","","","","","",""
"Mamaliga Dance","T2624","Klezmer/Novelty","","","","","","",""
"Mamaliger","T2625","","","","","","","",""
"Mamas Go Home (Eng, Recitation)","T2626","","","","","","","",""
"Mambo #5 (Instr)","T9836","","","","","","","",""
"Mame (Sakhar)","T2627","Theater","מאַמע (סחר)","Mother/Six Day War/Peace","","","","",""
"Mame (Herman, Yid, Meym)","T2628","","מײם","","","","","",""
"Mame (Instr, Klezmorim)","T2629","","מאַמע (קלעזמאָרים)","","","","","",""
"Mame Iz Shuldik","T2630","Literary Origin","מאַמע איז שולדיק","Children/Mother","","","","",""
"Mame Leyent A Mayse","T2631","Lullaby/Literary Origin","מאַמע לײענט אַ מעשׂה","Mother/Child/Bedtime Story/Lullaby/Eyes/Aware","Alb B-004(c)","Alb B-004(c)","","","Alb B-004(c)"
"Ales Farloyrn","T20774","Concert/Tango/Lament/Literary Origin","אַלעס פֿאַרלױרן","Loss/Suffering/Depression/Memory/Past/Bleak/Hollow/","","Alb T-028(b)","","All Is Lost","Alb T-028(b)"
"Mame Loshn (Gailing)","T2632","Nostalgia","מאַמע לושן (גײלינג)","Yiddish/Language","","","","",""
"Mame Loshn (Medley, Israeli Pops)","T2634","","מאַמע לושן (מעדלי)","","","","","",""
"Mame Mame Veyst Mistome","T2635","","מאַמע מאַמע װײסט מסתּמא","","","","","",""
"Mame Mit Dem Zindl","T2636","","מאַמע מיט דעם זינדל","","","","","",""
"Mame Sheyner (Instr)","T10985","","מאַמע שײנער (אינסטר)","","","","","",""
"Mame Shprakh","T2637","","מאַמע שפּראַך","","","","","",""
"Mame, Shlog Mikh Nisht","T2638","","מאַמע, שלאָג מיך נישט","","","","","",""
"Mamele (Goodheart)","T2639","Nostalgia","מאַמעלע (גאָדהאַרט)","Mother/Shabos/Sabbath/Candles","Alb L-023(a)","Alb L-023(a)","","","Alb L-023(a)"
"Mamele (Gerro)","T2643","","מאַמעלע (גערראָ)","","","","","",""
"Mamele (Haid)","T12042","Holocaust","מאַמעלע (הײד)","Child/Mother","","CD K-083(a)","","","CD K-083(a)"
"Mamele (Peled)","T2644","","מאַמעלע (פּלד)","","","","","",""
"Mamele, S'iz Gesheyn A Dramele","T2645","","מאַמעלע, ס'איז געשען אַ דראַמעלע","","","","","Song copyrighted as ""Oy, Vey, Mamele"" see Heskes entry #2024",""
"Mamenyu (Delman)","T2646","","מאַמעניו (דעלמין)","","","","","",""
"Mamenyu (Delman, Eng, Yid)","T2649","","מאַמעניו (דעלמין, ענגליש, ייִדיש)","","","","","",""
"Mamenyu An Eytse","T2650","Literary Origin","מאַמעניו אָן עצה","Advice/mother/Daughter/Lie/Money","Vinkov 5 67/Gebir Lemm 90/Gebir Ltsar 51","Vinkov 5 67","Vinkov 5 67/Gebir Lemm 80/Gebir Ltsar 52","Mama, Advise Me","Vinkov 5 67/ Gebir Simc 35"
"Mamenyu Elegy On The Triangle...","T2651","Lament/Tradgedy/Historical","מאַמעניו דער טרױער אױף די...","Labor/Triangle Fire/Victims/Mother/Daughter","Alb B-086(a)/ML PYS 251","Alb B-086(a)","ML PYS 252","","G-013(a)"
"Alexander's Ragtime Band","T12223","","אַלעקסאַנדערס ראַגטים באַנד","","","","","",""
"Mamenyu Libenyu","T2652","Folk/Love/Lament","מאַמעניו ליבעניו","Love/Mother/Courting/Rejection/Child","Ber Fef 194/Vinkov 1 57/Brounoff 23","Vinkov 1 57","Vinkov 1 57/Brounoff 23","","Vinkov 1 59/Brounoff 23"
"Mamenyu Mayne","T2653","Literary Origin","מאַמעניו מײַנע","Mother/Daughter/Pearls/Fear/King/Disguise","Sh Sh 213","Ephemera 500","","","Sh Sh 212/Ephemera 500"
"Mamenyu Tayere (Der Yungiker...)","T2654","","מאַמעניו טײַערע (דער יונגיקיר...)","","","","","",""
"Mames Harts","T2655","","מאַמעס האַרץ","","","","","",""
"Mames Viglid","T43299","","","","","","","See ""Shlof In Ziser Ru""",""
"Mamko (Czech)","T2657","","","","","","","",""
"Mamselle Zizi (Creole French)","T11863","","","","","","","",""
"Man In A Hat","T10196","Klezmer/Bulgar","","Hat/Man/Travel/Places/New York","Alb K-051(d)","Alb K-051(d)","","","Alb K-051(d)"
"Man Of La Mancha (Eng)","T2658","","","","","","","",""
"Man Of Respect (Eng)","T2659","","","","","","","",""
"Alexandrovitsh, Misha Radio Interv","T10275","","","","","","","",""
"Man Proposes God Disposes","T2660","Holocaust/Place/Literary Origin","","Class Consciousness/Rich/Poor/Survival/","I Never 19/ Alb B-033(a)/Alb D-008(d)","","","",""
"Manana Y Manana","T8418","","","","","","","",""
"Mandolin Tears (Eng)","T2661","","","","","","","",""
"Manger Ovnt, Intro (Yid, Heb)","T2662","","","","","","","",""
"Mangwani Mpulele (Zulu)","T8752","","","","","","","",""
"Manier Man Dinges (??)","T11848","","","","","","","",""
"Manischevitz Commercial (Eng)","T10431","","","","","","","",""
"Manischevitz Radio Commercial (Eng)","T2663","","","","","","","",""
"Many Waters (Instr)","T2664","","","","","","","",""
"Aley Giva","T8900","Israeli/Place","עלי גבעה","Galilee/Hills/Shepherd/Lambs","Bugatch 37","Bugatch 37/Alb H-002(a)Schwartz 17","Schwartz 18/Binder 12","","Alb S-083(d)/Schwartz 18/Binder 12"
"Manyana (Parody)","T2666","","","","","","","",""
"Manyane (Yid)","T2667","","מאַניאַנע (ייִדיש)","","","","","",""
"Maof Hamkhshafot (Heb)","T2668","","מעוף המכשפות","","","","","",""
"Maquam Hijaz (Arabic)","T2669","","","","","","","",""
"Marak Kruv","T43300","","מרק כּרוב","","","","","See ""Kartofl -Zup Mit Shvamen""",""
"Marbeh","T9696","","","","","","","See ""The More Flesh (Hirschhorn)",""
"Marc Chagall (A Poem) (Side 1)","T2670","Literary Origin/Spoken Word","מאַרק שאַגאַל (אַ פּאָעמע)","Chagall/Paintings/Subjects/Memory/Vitebsk/Fiddle/Muscician","Alb K-006(a)","","","","Alb K-006(a)"
"March (Cherniavsky, Instr)","T2671","","מאַרש (טשערניאָװסקי)","","","","","",""
"March (Fidelio)","T8105","Opera","","","","","","",""
"March (Instr)","T2672","","מאַרש (אינסטר)","","","","","",""
"A Falshe Libe","T9559","","אַ פֿאַלשע ליבע","","","","","",""
"Aleyn","T6226","","אַלײן","","","","","",""
"March Nign","T2673","","ניגון מאַרש","","","","","",""
"March Of Dimes Broadcast","T9127","","","","","","","",""
"March Of Dimes Commercial (Yid)","T9125","","","","","","","",""
"March: Judges And Kings (Heritage)","T8235","","","","","","","",""
"Marche Nuptial (Instr)","T11917","","","","","","","",""
