"albumID","albumName","albumNameYiddish","linenote","rpm","LP_BOX","format","timeMade","languages","genre","whereProduced","comments","trackNumber","notes","fauLink","dateMade","provenance","cassette","cd"
"AP639","Goldstein, Morris/Marcus, Anne/ Shuster Halt Zikh Bay Dayn.../ Yidishe Tshastushkes","","","0","0","78rpm 10 inch/ Audio CD copy","","","","","...Dratve (title 1). Both titles are from the operetta ""Tants, Gezang, Un Vayn","0","Tape 019","local","","","","x"
"AP64","Israel Today               Songs of Jerusalem by the Amranim","","","0","6","Audio CD copy x148","","Hebrew","Israeli","","","11","","","","","","x"
"AP640","Paskel, Simon (w/orch.)/ A Brokhe Tsum Nayem Yor/ Gotenyu, Shik Undz A Gut Kvitl","","","0","0","78rpm 10 inch","","","","","","0","Tape 019","","","","",""
"AP641","Thirty Years Of Song From Israel       (Second Album of Two)","שלושים שנה - השירים היפים","","0","57","","","","","","","0","","","","","",""
"AP642","The Great Songs Of the Last 30 Years    First Album of Three","השירים הגדולים של 30 השנים","","0","57","","","","","","","0","","","","","",""
"AP643","The Great Songs Of the Last 30 Years   Second Album of Three","השירים הגדולים של 30 השנים","","0","57","","","","","","","0","","","","","",""
"AP644","The Great Songs Of the Last 30 Years    Third Album of Three","השירים הגדולים של 30 השנים","","0","57","","","","","","","0","","","","","",""
"AP645","Klezamir     Yiddish-Klezmer-Israeli   Featuring Fraidy Katz","קלעזאַמיר","","0","0","Cassette/Audio CD copy","","","","","","0","","local","","","x","x"
"AP646","Klezamir Cooks for Tante Barbara","קלעזאַמיר","","0","0","","","","","","","0","","","","Gift of Molly and Bob Freedman/Gendleman Gift","","x"
"AP647","The Klezical Tradition/Mishpokhe Lider/Fraidy Katz, vocalist","","","0","0","Cassette/Audio CD copy","","","","","","0","","local","","","x","x"
"AP648","The Klezical Tradition                       Family Portrait","אַ בילד פֿון דער משפּחה","","0","0","","","","","","","0","","","","","","x"
"AP649","Klezaimir                           Back in the Shtetl Again","צוריק אין דעם שטעטל נאָכאַמאָל","","0","0","","","","","","","0","","","","","","x"
"AP65","Music For A Jewish Wedding   Danny Albert And His Orcherstra","","","0","6","Audio CD copy x151","","","","","","0","","","","","","x"
"AP650","A Feygele Zingt/Yiddish Theatre & Folksongs/Faye Kellerstein","","","0","0","Audio CD","","Yiddish","Folk/Theater/Compilation","Ontario, Canada","","13","","","1994","","","x"
"AP651","Leopold Kozolowski                          The Last Klezmer","","","0","0","","","","","","","0","","","","","","x"
"AP652","Kleitanim                       Lyden af jodisk tradition 2.","","","0","0","Cassette/Audio CD copy x508","","Yiddish/Hebrew","Klezmer","Denmark","","20","","","1994","","x",""
"AP653","David Krakauer & The Krakauer Trio / Klezmer Madness","","","0","0","Audio CD","49:00:00","","Klezmer/Instrumental/Jazz/Improvization`","New York, NY","","10","","","1995","","","x"
"AP654","Betty Klein                                  Skalerica d'Oro","","","0","0","Cassette/Audio CD copy","","","","","","0","Ladino, Greek, Spanish & Hebrew Folk Songs","local","","","x","x"
"AP655","Second Ave Theatre  Lomir Ale Freilech Zayn      Betty Klein","בטי קלין זינגט אַבי געזונט, לאָמיר אַלע פֿרײליך זײַן","","0","0","Cassette/Audio CD copy","","","","","","19","","local","","","x","x"
"AP656","Kasbek  Klezmer A La Russe  Jewish Music from Eastern Europe","","","0","0","","","","","","","0","","","","","","x"
"AP657","Wolf Krakowski                               Transmigrations","גילגול","","0","0","","","","","","","0","","","","","","x"
"AP658","The Kabalas                              Martinis and Bagels","הקבלוֹת","","0","0","Audio CD","","English","","Kalamazoo, MI","","18","","","1995","","","x"
"AP659","Klezmer Pow Wow","","","0","0","","","","","","","0","","","","","","x"
"AP66","Sharona Aron sings Israeli Songs","","","0","6","Audio CD copy x150","","Hebrew","","","","0","","","","","","x"
"AP660","Klezmerduo                         Danish Klezmer...OY OY OY","","","0","0","","","","","","","0","Henrik Bredholt & Ann-Mai-Britt Fjord","","","","","x"
"AP661","Trente Ans de Musique en Israel chantes par Bracha Zefira","","","0","120","33 1/3 rpm 12""/Audio CD copy x315","","Hebrew","Yemenite/Sephardic/Ashkenazic/","Paris, France","Thirty Years of Music in Israel sung by Bracha Zefirah","18","Album cover has vivid color portrait of Bracha Zefirah by Max -"
Nordau.","","No Date Given","Purchase Used, $ 5.98 Philadelphia Record Exchange, 2009","",""
"AP662","Hillel And Aviva Sing by the Pomegranate Tree","","","0","52","33 1/3 rpm 10""/Audio CD copy x481","","Hebrew","Folk/Yemenite/Israeli","","","10","","local","No Date Given","","",""
"AP663","Arkady Gendler /  My Hometown Soroke / Yiddish Songs of the Ukraine","אַרקאַדי גענדלער   מייִן שטעטעלע סאָאָאָקאָ   ייִדישע לידער פֿון אוקראַיִנע","Notes & Introduction by Michael Alpert & Mark Slobin","0","0","Audio CD Copy x468","39:06:00","Yiddish","Folk","Berkeley, CA","","16","","local","2001","Purchase,  Berkeley Jewish Community Center, CA , Sept 2002/ $20","","x"
"AP664","Yiddish Nachas by Yom Tov Ehrlich  50 Minutes of Words and…","ייִדיש מחת פֿון יוּם טוֹב עהרליך  50 מינוט רעקאָרד געזאַנג און װאָרט","","0","116","","","","","","","0","","","","","",""
"AP665","Vorbei… Beyond Recall, CD 10/ A Record of Jewish musical life in Nazi Berlin, 1933-1938","","","0","0","Audio CD","","Yiddish/Hebrew","Historical/Folk/Cantorial","Hamberg, Germany","","25","Part of 12 CD set with accompanying book titled ""Vorbei...Beyond Recall""","","2001","","","x"
"AP666","Judishe Gesang  Voices of Israel  Chorale Oratorio de Paris","","","0","58","","","","","","","0","Solists: Ernst Kozub, Aladar Fuchs, and Elie Taube. Renee Fleury, -"
piano and Marie Louise Gilrod, organ. Max Neumman, conductor.","","","","",""
"AP667","Judith Accompagnee par Didier Bolland","","","0","58","","","","","","","0","Recording made in France.","","","","",""
"AP668","<<Jewish Chronicle>>  <<From Jewish Folk Poetry OP 79>>","","","0","58","","","","","","","0","Recording made in England. German text and English translation -"
with album notes.","local","","","",""
"AP669","The Jewish Young Folksingers","","","0","58","33 1/3 rpm 12""/c","","Yiddish/Others","Folk","Grenada Hills, CA","","10","","","","","",""
"AP67","Hanna Ahroni                                 Songs of Israel","","","0","6","Audio CD copy x146","","Hebrew","Israeli/Concert","","","13","","","","","","x"
"AP670","Jewish Folk Ensemble  We Are Here!","ייִדישער פֿאָלקס-אַנסאַמבל  מיר זײַנען דאָ!   אנחנו כּאן!","","0","59","","","","","","","0","Presented by Israel International Production Management and -"
Association of new immigrants from Russia in Israel Ensemble-""We -"
are Here."" Moyshe Pianko, Ensemble Director; Laslo Roth, Head -"
Conductor & Musical Director; Aliza Blecherovitz-Goldberg, -"
C","","","","",""
"AP671","The Jolson Story  Memories","","","0","59","33 1/3 rpm 12""/Audio CD copy x493","","Hebrew/Yiddish/English","Compilation/Stephen Foster Melodies","New York,NY","","14","","local","","","",""
"AP672","Marty Levitt/Clarinet & Orchestra/King of the Klezmers Vol 2","","","0","0","Cassette","","","Instrumental/Klezmer","Brooklyn, NY","","12","","","","","",""
"AP673","King of the Klezmers  Vol I     Marty Levitt Clarinet & Orch","","","0","0","Cassette/ Audio CD copy","","","","","","20","","local","","","x","x"
"AP674","King of the Klezmers  Vol 4     Marty Levitt    Harriet Kane","","","0","0","Cassette/Audio CD copy","","","","","","16","","local","","","x","x"
"AP675","Sing With Josh Waletsky           1999 Camp Boiberik Reunion","","","0","0","","","","","","","0","","","","","x",""
"AP676","Paul Chaim Eisenberg & 10 saiten 1 bogen/  Az Der Rebe Lacht","","","0","0","","","","","","","0","jiddische Lieder, chassidische Weisen und Erzahlungen","","","","","x"
"AP677","Europaisches Jiddish-Festival Leverkusen 1993","","","0","0","","","","","","","0","","","","","","x"
"AP678","Cantor Itzhak Eshel       Yiddish Songs In A Cantorial Style","החזן יצחק אשל   ייִדישע לידער אױף אַ חזנישן שטײגער","","0","0","","","","","","","0","Cassette copy courtesy of Charley Bernhaut.","local","","","x",""
"AP679","Chants de la Deportation par Alex Kulisiewicz","","","0","63","33 1/3 rpm 12"" / Audio CD copy","","Various","","New York","","15","Texts, and french translation are part of the album notes.","local","","CD Purchased Smithsonian Folkways Sept 2012","","x"
"AP68","The Austin Klezmorim                              Texas Klez","","","0","0","Cassette/ Audio CD copy","","","","","","17","","local","","","x","x"
"AP680","Mickey Katz Plays Music for Weddings, Bar Mitzvahs & Brisses","","","0","63","33 1/3 rpm 12"" / Audio CD copy","","","","","","0","","local","","","",""
"AP681","Sing Along With Mickele  Mickey Katz and ""Der Gantser Gang""","","","0","63","33 1/3 rpm 12"" / Audio CD copy","","","","","","0","Transliteration with album notes.","local","","","",""
"AP682","Sholem Aleichem Dir, Amerike featuring Molly Picon as Motel","","","0","85","33 1/3 rpm/ Audio CD Copy","","Yiddish","Theater/Literary Origin","New York","","1","See Ale SADE M1501.r28 S5 1956","","","","","x"
"AP683","Molly Picon at the Yiddish Theatre","","","0","85","33 1/3 rpm 12""/Audio CD copy x387","","Yiddish","Theater","New York","","12","","","1971","","",""
"AP684","Molly Picon sings Song Hits of the Yiddish Theatre","","","0","85","33 1/3 rpm 12""","","","","","","0","","","","","",""
"AP685","Molly Picon WEVD Memorial Program   Henry Sapoznik, Narrator","","","0","0","Cassette/Audio CD copy","","","","","","0","","local","","","x","x"
"AP686","The Very Best Of Molly Picon    14 Yiddish Theatre Favorites","","","0","0","","","","","","","0","CD includes songs on P-04(c) and  P-04(d)","","","","","x"
"AP687","Cantorial Chants   Two Sides of Pinchik   Yiddish Folk Songs","","","0","85","","","","","","","0","","","","","",""
"AP688","Les Plus Celebres  Chants D'Israel         Robert Yosef Bahr","השירים האהובים  ביותר של ארץ ישׂראל","","0","17","","","","","","","0","","","","","",""
"AP689","Of Lovers Dreamers & Thieves /  Abe Brumberg","","","0","17","33 1/3 rpm 12""/Audio CD copy","36:07:00","Yiddish","Folk","Washington, DC","","18","","local","1977","","","x"
"AP69","The Austin Klezmorim                          East of Odessa","","","0","0","","","","","","","0","","","","","","x"
"AP690","My Darling Party Line","","","0","0","Audio CD copy from Cassette x 208","","English","Humor/Satire","","","15","Irrevrent Songs on International Communism. Out of print -"
recording. Cassette made from record provided by Abe Brumberg.","local","","","x",""
"AP691","Chasidic Song Festival 1972","פסטיבל הזמר החסידי תשל""ג","","0","21","","","","","","","0","","","","","",""
"AP692","Shiru Lo Zamru Lo  Intern Festivl of Chassidic Tales & Songs","שירו לו זמרו לו  פסטיבל בינלאומי לסיפּורים ושירים חסידיים","","0","21","","","","","","","0","","","","","",""
"AP693","Hassidic Tunes of Dancing & Rejoicing","","","0","21","","","","","","","0","","","","","",""
"AP694","Israeli '83  Chassidic Festival 15","פסטיבל הזמר החסידי ה - 15","","0","21","33 1/3 rpm 12""/Audio CD copy x257","","Hebrew","Chasidic","Israel","","12","","local","1983","","",""
"AP695","Dance with Chassidim","","","0","21","33 1/3 rpm 12""/Audio CD copy x256","","","","","","0","","local","","","",""
"AP696","Chassidic Dances","","","0","21","","","","","","","0","","","","","",""
"AP697","Chassidic Authentic Wedding Dances","","","0","21","","","","","","","0","","","","","",""
"AP698","Tully, Lee/ Annie's Got A Fella/ Today I Am A Man","","","0","0","78rpm 10 inch","","","","","","0","Tape 030","","","","",""
"AP699","Fuld, Leo/ Hebrew Chant/ Vuhin Zol Ikh Geyn","","","0","0","78rpm 10 inch","","","","","","0","Tape 030","","","","",""
"AP7","Tevye the Dairyman By Sholom Aleichem  Read by Shmuel Atzmon","גאַנץ טבֿיה דער מילכיקער פֿון שלום עליכם  געלײנט - שמואל עצמון","","0","0","","","","","","","0","","","","","x",""
"AP70","Sheh'hechiyanu by Mordechai Avraham","","","0","0","Cassette/Audio CD Copy X26","","Hebrew","Religious","Lakewood, NJ","","10","","local","1990","","x",""
"AP700","Wilder, Khazn/ Mo'oz Tsur/ Retse","","","0","0","78rpm 10 inch","","","","","Titles not same as other record with this I.D. #.","0","","","","","",""
"AP701","Schwartz, William, tenor/ Der Mames Harts Iz Di Kroyn.../ Yiskor Far Di Pogrom Karbones","","","0","0","78rpm 10 inch","","","","","","0","","","","","",""
"AP702","Hoffman, Anna, contralto/ Yente Blaybt Yente/ Vu Iz Mayn Yukl","","","0","0","78rpm 10 inch","","","","","","0","","","","","",""
"AP703","Juvelier, Kalmen, Tenor/ Vey Dem Kind Vos A Mame Felt/ Gedenk Mayn Kind A Mames Trern","","","0","0","78rpm 10 inch","","","","","","0","","","","","",""
"AP704","Goldstein, Gus/ Mendl Vert A Priz Fayter/ Yente Zitst In Der Opera","","","0","0","78rpm 10 inch","","","","","","0","","","","","",""
"AP705","Goldstein, Morris/ Di Meydlekh Fun Amol/ Mit A System","","","0","0","78rpm 10 inch","","","","","","0","","","","","",""
"AP706","Hoffman, Anna/Jacobs, Jacob/ Khana Pesl Fort In An Auto.../ Yente Telebende Khopt A Shvim","","","0","0","78rpm 10 inch","","","","","","0","","","","","",""
"AP707","Jewish Cantorial Art of HungaryLazlo Fekete/Tamas Kalman/Ervin Klein/Emil Toth","חזנות בהונגריה","","0","0","Cassette","","Hebrew","Cantorial/Religious","Budapest, Hungary","","7","Zsido Kantormuveszet Magyarorszagon","","","","x",""
"AP708","Max Janowski & Friends                Hebrew & Yiddish Songs","","","0","0","Cassette/Audio CD Copy","","Hebrew/Yiddish","Folk/Concert/Compilation","Chicago, IL","","10","","local","1996","Gift of Robert & Molly Freedman, Purchase","x","x"
"AP709","Oyf'n Prip'chok/ Albert Jona/ Melodie ebraiche del Novecento","","","0","0","","","","","","","0","Works by Ravel (1870-1930), Milhaud (1892-1974), Joaquin Rodrigo -"
(b1901), Joaquin Nin-Culmell (b.1908), Sergio Liberovici -"
(1930-1991).","","","","","x"
"AP71","Lomp Nokh Nit Farloshn   Jiddische Lieder   Gruppe   Aufwind","לאָמפּ נאָך נישט פֿאַרלאָשן","","0","0","Audio CD Copy X27","","Yiddish","Folk/Theater","","","15","","local","","From cassette copy provided by Charlie Bernhaut","","m"
"AP710","Lewis, Ted & Orch/ Second Hand Rose/ Sally, Won't You Come Back","","","0","0","78rpm 10 inch","","","","","","0","","","","","",""
"AP711","Paskel, Simon/ Dos Yoseml/ Yom Hakhupe","","","0","0","78rpm 10 inch","","","","","","0","","","","","",""
"AP712","Paskel, Simon/ Di Karbones Fun Dem Triangle../ Epes Nokh","","","0","0","78rpm 10 inch","","","","","","0","","","","","",""
"AP713","Hoffman, Anna & Goldstein, Gus/ Tshepe Dikh Op/ Ladies First","","","0","0","78rpm 10 inch","","","","","","0","","","","","",""
"AP714","Juvelier, Kalmen/ Dos Lebedike Yisoymele/ Di Reyze Nokh Amerike","","","0","0","78rpm 10 inch","","","","","","0","","","","","",""
"AP715","Kandel's Orchestra/ A Yidishe Honga/ Lebedik Un Freylekh","","","0","0","78rpm 10 inch","","","","","","0","","","","","",""
"AP716","Feldman, Joseph/ Vi Azoy Lebt A Kenig/ Der Galitsianer Badkhn","","","0","0","78rpm 10 inch","","","","","","0","","","","","",""
"AP717","Belarsky, Sidor basso cantante/ Dem Milners Trern/ Dem Zeydns Brokhe","","","0","0","78rpm 10 inch","","","","","","0","","","","","",""
"AP718","Manna From The World Of Jewish Song","","","0","78","Audio CD Copy/33 1/3 rpm 12""","","English/Yiddish/Hebrew","Compilation/Pop","U.S.A.","","12","","","No Date","Gift of Linda Labove, 2001","","x"
"AP719","Malavsky Family Choir/ Mayn Yidishe Mame/ Lulinke Mayn Feygele","","","0","0","78rpm 10 inch","","","","","","0","Tape 021","","","","",""
"AP72","Aufwind      Jiddische Lieder & Klesmermusik    Gassn Singer","גאַסן זינגער","","0","0","","","","","","","0","","","","","","x"
"AP720","Michalesko, Mikhl/Weisman, B./ Vu Iz Mayn Yukl?/ Dudky Brat","","","0","0","78rpm 10 inch","","","","","Also Tape 04.","0","Tape 01","","","","",""
"AP721","Shilsky, Khazn Yosele/ Tanio/ Al Hatsadikim","","","0","0","78rpm 10 inch","","","","","","0","","","","","",""
"AP722","Kwartin, Khazn Zanvel/ Ahavas Olam/ Ma Tovu","","","0","0","78rpm 10 inch","","","","","","0","","","","","",""
"AP723","Abe Ellstein Orchestra/ Tsigayner Khasene/ Mazl Tov","","","0","0","78rpm 10 inch","","","","","","0","","","","","",""
"AP724","Gentile, Pietro/ Over The Waves Waltz/ Sirens Waltz","","","0","0","78rpm 10 inch","","","","","","0","","","","","",""
"AP725","Paskel, Simon/ Di Karbones Fun Dem Triangle../ Epes Nokh","","","0","0","78rpm 10 inch","","","","","","0","","","","","",""
"AP726","Hoffman, Anna & Jacobs, Jacob/ Di Yidishe Libe/ Up Town & Down Town","","","0","0","78rpm 10 inch","","","","","","0","","","","","",""
"AP727","Hoffman, Anna & Jacobs, Jacob/ Di Karge Khosn Un Kale/ Khane Pesl Bay Dem Telefon","","","0","0","78rpm 10 inch","","","","","","0","Tape 035","","","","",""
"AP728","Feldman, Joe/ Vu Tsvey Bin Ikh A Driter/ Di Grine Kuzine","","","0","0","78rpm 10 inch","","","","","","0","Tape 035","","","","",""
"AP729","Lebedeff, Aaron/ Oy Iz Dos A Rebetsn/ Di Grine Lena","","","0","0","78rpm 10 inch","","","","","","0","Tape 09","","","","",""
"AP73","Aufwind              Junge Jorn             Jiddische Lieder","","","0","0","","","","","","","0","","","","","","x"
"AP730","Lebedeff, Aaron/ Shuster Halt Zikh Bay Dayn.../ Yidishe Tshastushkes","","","0","0","78rpm 10 inch","","","","","","0","Tape 024","","","","",""
"AP731","Lebedeff, Aaron/ Ikh Bin A Border Bay Mayn Vayb/ Kegn A Vayb Ken Men Keyn...","","","0","0","78rpm 10 inch, mp3","","","","","chipped.","0","","local","","","",""
"AP732","Al Tijuana and his Jewish Brass","","","0","110","33 1/3 rpm alb 12""/ CD copy x294","","English","Instrumental/ Brass","New York, NY","Take off on  Herb Alpert and the Tijuana Brass, reminisicent of Mickey Katz","12","Pop songs rearranged in klezmer style and/or with klezmer riffs thrown in; Yiddish-inflected random commentary.","local","1966","Gift of Jerry Wasserman in memory of his father, Mark Wasserman, November 2001","",""
"AP733","Jewish People's Philharmonic Chorus/ Binyumen Schaechter, Conductor/Zingt","דער ייִדישער פֿילהאַרמאָניש פֿאָךקסכאָר בנימין שעכטער, דיריגענט זינגט","","0","0","Audio CD","70:19:00","Yiddish","Choral/Folk/Literary Origin","","","15","","","2006","Gift of Robert & Molly Freedman, Purchase Internet","x","x"
"AP734","Bodo / Sure Beile","באָדאָ  / שרה ביילע","","0","0","Audio CD","51:53:00","Yiddish","Theater/Vaudeville","Israel","","7","","","2002","Gift of Robert & Molly Freedman, Purchase KlezKamp Dec 2005 from Sal Kluger","","x"
"AP735","Nigunim Klezmer Band","ניגונים  קלעזמער קאַפּעליע","","0","0","Audio CD","","","Instrumental/Klezmer/Concdert","Ukraine, Russia","","17","","","2004","Gift of Robert & Molly Freedman, Purchase Aug 2006/Kiev, Brodsky Synagogue","","x"
"AP736","Ashkenazim /Jewish Vocal Quartet/ Fun Yener Zayt Lid/","אַשכּנזים  פֿון יענער זײַט ליד","","0","0","Audio CD","54:06:00","Yiddish","Yiddish/Poems Literary Origin set to music","Tatarstan","","17","","","2003","Gift of Robert & Molly Freedman, Purchased KlezKamp, Dec 2004","","x"
"AP737","Klezmer Music 1910-1942","כּלי-זמר מוזיק 1910-1942","","0","0","5/14 CD","","","Instrumental/Klezmer","New York","","16","Same selections as on K-026(a)1","","1996","","","x"
"AP738","Jewish Songs II    Piesni zydowskie           Irena Urbanska","","","0","0","","","","","","","0","","","","","x",""
"AP739","Ira & Klezmers               Mordechaj Gebirtig Jewish Songs","","","0","0","","","","","","","0","Irena Unbanska","","","","","x"
"AP74","Aufwind  Jiddische Lieder & Klesmerusik   Awek Di Junge Jorn","","","0","0","","","","","","","0","","","","","","x"
"AP740","Ruth Frenk, mezzo soprano/  Fabio Luz, Piano/   Jewish Songs","","","0","0","","","","","","","0","","","","","","x"
"AP741","Hai & Topsy Frankl                     Wi ahin sol ikh gejn?","װוּ אַהין זאָל איך גײן?","","0","0","","","Yiddish","Concert","Stolkholm, Sweden","","21","","","Sweden","Gift of Robert & Molly Freedman","","x"
"AP742","Freilach Express Plays Klezmer Music /  East Goes West","","","0","0","Audio CD Copy/Cassette X91","","","","Stockholm, Sweden","","13","","local","","","x",""
"AP743","Jerusalem Of Gold sung by Margalit with the Feenjon Group","","","0","36","","","","","","","0","","","","","",""
"AP744","Cafe Feenjon Featuring The Feenjon Group","","","0","36","","","","","","","0","","","","","",""
"AP745","The Feenjon Group             An Evening At The Cafe Feenjon","","","0","36","","","","","","","0","","","","","",""
"AP746","Lebedeff, Aaron/ Ven Der Shofar Blozt/ Af Dem Nayem Yor","","","0","0","78rpm 10 inch","","","","","Accomp. by Perez Sandler's Orch.","0","","","","","",""
"AP747","Russian Melodies              Emil Decameron & His Orchestra","","","0","27","","","","","","","0","","","","","",""
"AP748","Louis Danto Sings Russian Folk Songs","","","0","27","33 rpm 12"" alb/ CD Copy x277","","Russian","Russian/Folk/","Argentina","","14","Same Album distributed in Argentina under title ""Best Loved -"
Russian Songs/ OPUS RLP 8094","local/http://faujsa.fau.edu/danto/danto_playlist.php?jsa_num=100016&queryWhere=jsa_num&queryValue=100016","","","",""
"AP749","Louis Danto, tenor   Zing Un Tantz / Cante Y Baile","","","0","28","33 1/3 rpm 12"" Album","","","","","","0","","http://faujsa.fau.edu/danto/danto_playlist.php?jsa_num=402239&queryWhere=jsa_num&queryValue=402239","","","",""
"AP75","Bonnie Abrams                      A Sudenyu Of Yiddish Song","","","0","0","","","","","","","0","","","","","","x"
"AP750","Louis Danto Salutes Israel","שׁירים ליובל ישׂראל","","0","28","33 1/3 rpm 12"" Album","","","Israeli","","","0","","http://faujsa.fau.edu/danto/danto_playlist.php?jsa_num=100022&queryWhere=jsa_num&queryValue=100022","","","",""
"AP751","Chassidic Sabbath                  Music by Charles Davidson","","","0","31","","","","","","","0","Sung by Raymond Smolover, tenor","","","","",""
"AP752","Habimah National Theatre Presents The Dybbuk","התאטרון הלאומי ""הבימה"" מציג הדיבוק","","0","31","Audio CD Copy/33 1/3 rpm 12"" x614-5","","Hebrew","Drama/Spoken Word/Theater","Israel","","0","Albums 1 & 2 are on separate disc copies","","","","x","x"
"AP753","Yikhes                Fruhe Klezmer-Aufnahmen fron 1907-1939","ייִחוס","","0","0","","","","","","","0","Companion to Album K-26(b)","","","","","x"
"AP754","Klezmer Pioneers  European And American Recordings 1905-1952","","","0","0","","","","","","","0","","","","","","x"
"AP755","Klezmer 1993 New York City        the tradition continues...","","","0","0","","","","","","","0","","","","","","x"
"AP756","Doyres              Traditional Klezmer Recordings 1979-1994","דורות","","0","0","","","","","","","0","","","","","","x"
"AP757","Shteygers (Ways)                 New Klezmer Music 1991-1994","שטײגערס","","0","0","","","","","","","0","","","","","","x"
"AP758","Chaim Polani                              6 Days of Laughter","חיים פּולני   6 טעג געלעכטער","","0","85","","","","","","","0","","","","","",""
"AP759","Purim Song Parade          Purim's Fun          Purim's Here","","","0","85","33 1/3 rpm 12""/Audio CD copy x390","","English/Yiddish/Hebrew","Children/Purim","New York","","10","","local","1961","","",""
"AP76","A Musical Tribute to Israel   Sam Appel sings ""Songs I Love""","","","0","0","","","","","","","0","","","","","","x"
"AP760","Der Shirtz   /  H. M. S. Pinafore in Yiddish","","","0","86","33 1/3 rpm 10""/Audio CD copy x389","","English","Theater/Parody","New York","","10","","","","","",""
"AP761","Der Shirtz  (Philadelphia)      H. M. S. Pinafore in Yiddish","","","0","0","33 1/3 rpm 12""/Audio CD copy","","","","","","0","Recorded Feb, 6, 1981","","1981","","x","x"
"AP762","Der Yiddisher Pinafore     G & S Yiddish Light Opera Company","","","0","0","Cassette/Audio CD copy x384","","English","Theater/Parody","","","20","Recorded July 1994","","1987","Gift of Al Grand","x","x"
"AP763","Goldstein, Jennie, soprano/ Ikh Bin A Mame/ Vu Iz Mayn Kind","","","0","0","78rpm 10 inch","","","","","","0","Tape 023","","","","",""
"AP764","German, Lucy/ Dos Lid Baym Vigele/ Di Eybike Mame","","","0","0","78rpm 10 inch","","","","","","0","Tape 023","","","","",""
"AP765","Goldstein, Morris/ Brider Gist Arayn/ Ovinu Malkeynu","","","0","0","78rpm 10 inch","","","","","","0","Tape 023","","","","",""
"AP766","Silverbush, Sam & Company/ Di Fir Kashes/ Bris Milah","","","0","0","78rpm 10 inch","","","","","","0","Tape 023","","","","",""
"AP767","Raisins and Almonds           Benny Michel and his Orchestra","","","0","77","33 1/3 rpm 12""","","Yiddish","Pop/Theater","Johannesburg, South Africa","to be catalogued","19","to be catalogued","","","","",""
"AP768","Mauthauzen and Six Songs            Sung by Maria Farantouri","","","0","77","","","","","","","0","","","","","",""
"AP769","The Megama Record         G-D IS ALIVE AND WELL IN JERUSALEM","","","0","77","12"" Alb 33 1/3/Audio CD copy x539","","","","","","0","","","","","",""
"AP77","Mark Aizikovitch                   Der Fremde...The Stranger","","","0","0","Audio CD","","Yiddish/Russian/Hebrew","Compilation","Berlin, Germany","","18","","","1994","Gift of Robert & Molly Freedman","","x"
"AP770","Liturgical Music for the High Holidays/  Cantor Benjamin Z. Maissner","יום הזכּרון  - יום תרועה    ימים נוראים","","0","77","12"" Alb 33 1/3/Audio CD copy x538","","Hebrew","Cantorial/Liturgical","Philadelphia, PA","","8","","local","March 17, 1974","","",""
"AP771","Our Musical Heritage I / The Yiddish Lied/   Cantor Benjamin Z. Maissner","","","0","0","Cassette/Audio CD copy x533","","Yiddish","Folk/Theater/Concert","Toronto, Canada","","9","Presented by Holy Blossom Temple, Canada, Oct 25, 1985. Live Recording","local","Oct 25, 1985","Gift of Elaine and Lee Dushoff","x",""
"AP772","The Stanley Miller Band / Four Sides of Simcha","","","0","77","Two 33 1/3 rpm 12"" Alb","","Hebrew","Chassidic/Religious","Temple Beth El, Bellmore","","9","Recorded Live Dec 9, 1979","","1979","","",""
"AP773","A Memorial To The Victims of War","","","0","77","33 1/3 rpm 12""/Audio CD copy x535","","","Classical/Instrumental","Los Angeles, CA","","4","","local","","","",""
"AP774","Magic Violin played by Itzhak Markovetsky","","","0","77","","","","","","","0","","","","","",""
"AP775","Benjamin Muller Sings Chassidic Sound Of Africa","צליל חסידי אפריקה","","0","77","","","","","","","0","","","","","",""
"AP776","Crossing The Shadows/ New Yiddish Songs/ Words and Music by Joshua Waletzy","אַריבער די שאָטנסװערטער און מוזיק פֿון דזשאַש (יהושוע) װעלעטסקי","Cover: English and Yiddish. Papercut (by Tsirl Waletzky) image of -"
a dove and reverse image of dove on shadowed area. Reminiscent of -"
the ""Boiberik Dove"". Linernotes by Joshua Waletzky.","0","0","Audio CD","66:35:00","Yiddish","Literary Origin/Classical","New York","Waletzky influences on alb W-029(a) recorded at 1999 Boiberik Reunion","14","","","2001","Gift from Josh and Reyzl Waletsky, May 2001","",""
"AP777","Manya Waltman/Jewish Songs From Sweden 1999/Work in Progress","","","0","0","","","","","","","0","","","","","x",""
"AP778","MAH-TOVU  Hebrew Spirituals sung by Ralph Levitan","מה-טבו       רלף לויטן","","0","72","","","","","","","0","Recording Made In Denmark.","","","","",""
"AP779","Hebrew Spirituals Ralph Levitan, Cantor, Copenhagen Synag...","","","0","72","","","","","","","0","Recording Made In Denmark.","","","","",""
"AP78","Stempenyu                  The Violin Music of Joseph Achron","סטעמפּעניו     די פֿידל מוזיק פֿון יוסף אחרון","","0","0","","","","","","","0","Hagai Shaham, violin    פֿידל שחם, חגי"
"
Arnon Erez, piano    פּיאַנע ארז, ארנון","","","","","x"
"AP780","Le Paon Dore                      Chansons Et Textes Yiddish","די גאָלדענע פּאַװע   ייִדיש װאָרט און געזאַנג","","0","0","Cassette/Audio CD copy","","Yiddish/French","","","","23","Cassette made in France.","local","","","x","x"
